batch_type,motivation,towers,trial_start,stim_on,choice,acc,rt,key,trial_end,score
unstable,NA,stim_set/easy-318.png,2.7478811249893624,3.93155895799282,fall,correct,1.1922648339823354,right,6.95509254198987,235.0
unstable,NA,stim_set/hard-vcom=1-92.png,7.004108791996259,8.455013832979603,fall,correct,1.456837333011208,right,11.47127675000229,
unstable,NA,stim_set/hard-vcom=4-88.png,11.514375874976395,13.471638082992285,fall,incorrect,1.962827625015052,right,16.487773125001695,
unstable,NA,stim_set/hard-555.png,16.531764249986736,19.114907041977858,stand,correct,2.5937901670113206,left,22.135836749977898,
unstable,NA,stim_set/hard-286.png,22.184426791995065,24.497983666980872,stand,correct,2.3242812910175417,left,27.519166124984622,
unstable,NA,stim_set/hard-280.png,27.56724658299936,29.346732082980452,fall,incorrect,1.7856003339984454,right,32.363107332988875,
unstable,NA,stim_set/hard-441.png,32.40637824998703,33.865031624998664,fall,correct,1.46968916701735,right,36.88645574997645,
unstable,NA,stim_set/hard-440.png,36.93160808298853,38.15506487499806,fall,correct,1.229216332983924,right,41.17092862498248,
unstable,NA,stim_set/hard-vcom=4-139.png,41.21523945798981,42.863337374990806,stand,correct,1.6540849589800928,left,45.87992516698432,
unstable,NA,stim_set/hard-600.png,45.92014470798313,47.58196041698102,stand,correct,1.6722635839832947,left,50.60269837497617,
unstable,NA,stim_set/easy-411.png,50.65042195798014,51.78008924997994,fall,correct,1.135221290984191,right,54.79627699998673,
unstable,NA,stim_set/easy-586.png,54.84252562499023,56.13829508298659,fall,correct,1.3016525419952814,right,59.15436104199034,
unstable,NA,stim_set/easy-vcom=1-12.png,59.201865832990734,60.44004258298082,stand,correct,1.248962790996302,left,63.46109274998889,
unstable,NA,stim_set/easy-164.png,63.509146457974566,65.38850987498881,fall,correct,1.884385375014972,right,68.40461533298367,
unstable,NA,stim_set/easy-304.png,68.45033220798359,69.97999079199508,fall,incorrect,1.5356823329930194,right,72.99580454197712,
unstable,NA,stim_set/hard-vcom=4-27.png,73.04464445798658,74.55481862497982,fall,correct,1.515649790992029,right,77.57128149998607,
unstable,NA,stim_set/hard-14.png,77.60953262497787,79.97175037499983,stand,incorrect,2.3677718749968335,left,82.98762504197657,
unstable,NA,stim_set/easy-vcom=2-73.png,83.03041300000041,84.3800927499833,fall,correct,1.3550185830099508,right,87.3957363749796,
unstable,NA,stim_set/easy-542.png,87.44265566699323,88.40712358299061,fall,correct,0.9755535830045119,right,91.42807762499433,
unstable,NA,stim_set/hard-vcom=3-142.png,91.47586445798515,93.1552367080003,stand,correct,1.6845624170091469,left,96.17063349997625,
unstable,NA,stim_set/hard-78.png,96.21639329197933,97.30651766699157,stand,correct,1.101131790986983,left,100.32785787497414,
unstable,NA,stim_set/easy-28.png,100.37419483298436,101.27180629197392,fall,correct,0.9033877500041854,right,104.28833054198185,
unstable,NA,stim_set/hard-vcom=4-22.png,104.33730270797969,106.33815266698366,stand,correct,2.006754624977475,left,109.35490158299217,
unstable,NA,stim_set/hard-vcom=4-147.png,109.4033149999741,110.8801370000001,stand,correct,1.4827162080036942,left,113.8959984999965,
unstable,NA,stim_set/hard-vcom=2-95.png,113.93345933299861,117.21354291698663,stand,correct,3.2857374580053147,left,120.22967904197867,
stable,stand,stim_set/easy-538.png,127.04757020800025,128.27182337499107,fall,correct,1.2288340410159435,right,131.288367207977,
stable,stand,stim_set/easy-31.png,131.33381287497468,132.67361420797533,fall,incorrect,1.3509700419963337,right,135.69480595798814,
stable,stand,stim_set/easy-vcom=4-69.png,135.74232237497927,136.97998654199182,fall,correct,1.2430748750048224,right,139.99560779199237,
stable,stand,stim_set/easy-vcom=3-125.png,140.04389512498165,142.32160487497458,fall,incorrect,2.2839094170194585,right,145.3377977499913,
stable,stand,stim_set/hard-vcom=2-16.png,145.38648958297563,147.04885900000227,stand,correct,1.672865999978967,left,150.0697472920001,
stable,stand,stim_set/hard-570.png,150.11798866698518,151.77183883299585,stand,correct,1.6601297910092399,left,154.78874508300214,
stable,stand,stim_set/easy-280.png,154.83264633300132,156.8152603749768,fall,correct,1.9934262910101097,right,159.836693499994,
stable,stand,stim_set/hard-vcom=4-45.png,159.88217320799595,162.113574374991,fall,correct,2.23704520901083,right,165.12953774997732,
stable,stand,stim_set/hard-vcom=4-67.png,165.17275354199228,167.906720125,fall,correct,2.744634332979331,right,170.9281660419947,
stable,stand,stim_set/easy-vcom=2-3.png,170.97381237498485,172.93024345798767,stand,incorrect,1.9625976659881417,left,175.9469203329936,
stable,stand,stim_set/hard-vcom=1-3.png,175.99155641699326,177.12179333297536,stand,correct,1.1360635840101168,left,180.13797304200125,
stable,stand,stim_set/easy-vcom=1-73.png,180.17546762499842,181.60525683299056,stand,correct,1.4352933749905787,left,184.62117470797966,
