batch_type,motivation,towers,trial_start,stim_on,choice,acc,rt,key,trial_end,score
unstable,NA,stim_set/hard-432.png,3.443101165999906,5.70155904100011,fall,correct,2.259840083999734,right,8.716831583000385,229.0
unstable,NA,stim_set/easy-vcom=4-19.png,8.766089916000055,10.976318375000119,fall,correct,2.2209978750006485,right,13.997565415999816,
unstable,NA,stim_set/hard-590.png,14.044507000000522,17.4749159160001,fall,correct,3.435606457999711,right,20.49091820800004,
unstable,NA,stim_set/easy-77.png,20.535636208000142,21.88317220800036,fall,correct,1.3527853749992573,right,24.898610791000465,
unstable,NA,stim_set/hard-vcom=2-20.png,24.94667112500065,26.124702666000303,stand,correct,1.184140042000763,left,29.1408422909999,
unstable,NA,stim_set/hard-552.png,29.18704016599986,30.9513794580007,stand,correct,1.7756769999996322,left,33.97290175000035,
unstable,NA,stim_set/hard-271.png,34.0201309160002,37.6594853330007,fall,incorrect,3.650537667000208,right,40.680719333000525,
unstable,NA,stim_set/hard-371.png,40.71855349999987,43.89149458300017,stand,correct,3.1783530419997987,left,46.90717966600005,
unstable,NA,stim_set/hard-345.png,46.950831416000256,48.48481841600005,fall,correct,1.544904540999596,right,51.50600791600027,
unstable,NA,stim_set/hard-439.png,51.55045370800053,52.734758749999855,fall,correct,1.1949947500006601,right,55.7559701250002,
unstable,NA,stim_set/hard-82.png,55.80267125000046,58.21646237500045,stand,correct,2.419740332999936,left,61.23289845799991,
unstable,NA,stim_set/hard-21.png,61.27624566600025,62.59977212500053,stand,correct,1.3291433750000579,left,65.6160849580001,
unstable,NA,stim_set/hard-vcom=2-144.png,65.65445658299996,67.93323741600034,stand,incorrect,2.2847962920004647,left,70.94974774999991,
unstable,NA,stim_set/hard-442.png,70.99761512500027,72.52496366600008,stand,correct,1.5337498749995575,left,75.54158008300055,
unstable,NA,stim_set/easy-vcom=3-136.png,75.58315149999999,79.93342079100057,stand,correct,4.3561599590002515,left,82.94980175,
unstable,NA,stim_set/easy-vcom=1-145.png,82.9959282079999,84.32502958300029,stand,correct,1.334784708999905,left,87.34102720800001,
unstable,NA,stim_set/hard-382.png,87.37828666600035,90.40822654100066,stand,correct,3.036146749999716,left,93.42481212500024,
unstable,NA,stim_set/easy-vcom=4-4.png,93.46869966600025,94.46669966599984,fall,correct,1.0033808329999374,right,97.48302208299992,
unstable,NA,stim_set/hard-2.png,97.5292298330005,99.56841462500051,stand,correct,2.0504391659997054,left,102.58975120800005,
unstable,NA,stim_set/hard-388.png,102.62727925000036,103.82495583299988,stand,correct,1.2036052080002264,left,106.84103729100025,
unstable,NA,stim_set/hard-vcom=1-5.png,106.88523845800046,110.0834613750003,fall,incorrect,3.20358537500033,right,113.0989075410007,
unstable,NA,stim_set/hard-556.png,113.14319329099999,118.1519500000004,NA,,,NA,123.47142037499998,
unstable,NA,stim_set/easy-13.png,123.5203201660006,127.30020583300029,fall,correct,3.785148083000422,right,130.31622658300057,
