batch_type,motivation,towers,trial_start,stim_on,choice,acc,rt,key,trial_end,score
stable,stand,stim_set/easy-vcom=3-125.png,5.45806412499951,7.2116304589981155,fall,incorrect,1.7576660829981847,right,10.231444459001068,241.0
stable,stand,stim_set/hard-vcom=2-45.png,10.270838708998781,13.155498666998028,fall,correct,2.894397709002078,right,16.176489417000994,
stable,stand,stim_set/easy-63.png,16.219811041999492,17.469961999999214,fall,correct,1.2559522500014282,right,20.486014875001274,
stable,stand,stim_set/hard-451.png,20.53244037499826,21.66166070899999,fall,correct,1.1348275419986749,right,24.677767624998523,
stable,stand,stim_set/easy-280.png,24.721202875000017,25.630015874998207,fall,correct,0.9193952089990489,right,28.651183792000666,
stable,stand,stim_set/hard-367.png,28.69528279199949,33.704951042000175,NA,,,NA,38.07429258399861,
stable,stand,stim_set/hard-vcom=4-130.png,38.1185124170006,39.40512112500073,fall,correct,1.2978206250008952,right,42.42671533400062,
stable,stand,stim_set/hard-vcom=4-67.png,42.47071716700157,44.07991675000085,fall,correct,1.6208722500014119,right,47.101869541998894,
stable,stand,stim_set/hard-vcom=2-16.png,47.14998033400116,48.363082833999215,stand,correct,1.2247852499967848,left,51.38481474999935,
stable,stand,stim_set/easy-vcom=4-69.png,51.43193745900135,52.52180416700139,fall,correct,1.100153915998817,right,55.54275074999896,
stable,stand,stim_set/hard-vcom=4-45.png,55.58824379200087,58.83014291699874,fall,correct,3.2526649170031305,right,61.851527583999996,
stable,stand,stim_set/easy-31.png,61.897484666998935,62.944958125000994,fall,incorrect,1.0531327499993495,right,65.9610622500004,
stable,stand,stim_set/hard-vcom=1-3.png,66.00578154200048,67.05344162500114,stand,correct,1.0540987919994222,left,70.06956174999868,
stable,stand,stim_set/hard-474.png,70.11259695899935,75.12127737500123,NA,,,NA,82.42576637499951,
stable,stand,stim_set/easy-vcom=1-83.png,82.46362308400057,84.43006437499935,stand,correct,1.9773661250001169,left,87.45148116700148,
stable,stand,stim_set/easy-20.png,87.49495791699883,90.71188412500123,fall,correct,3.2225264579974464,right,93.72788595900056,
stable,stand,stim_set/easy-vcom=2-3.png,93.77354841700071,95.24637937499938,stand,incorrect,1.484106250001787,left,98.26821550000022,
stable,stand,stim_set/easy-590.png,98.31637024999873,100.68021391699949,fall,correct,2.37496608299989,right,103.70186462499987,
stable,stand,stim_set/hard-570.png,103.74969429200064,105.47864275000029,stand,correct,1.7347124590014573,left,108.49488929200015,
stable,stand,stim_set/easy-vcom=3-142.png,108.54120550000152,111.40495433400065,stand,correct,2.8749210000023595,left,114.42608625000139,
stable,stand,stim_set/easy-vcom=4-126.png,114.47405116699883,116.9882996669985,fall,correct,2.5248586669986253,right,120.01020974999847,
stable,stand,stim_set/easy-vcom=1-73.png,120.04751241700069,121.30510499999946,stand,correct,1.2684586670002318,left,124.32682779199968,
stable,stand,stim_set/hard-40.png,124.37288045899913,125.37018845900093,stand,correct,1.0033965420007007,left,128.38733175000016,
stable,stand,stim_set/hard-563.png,128.43541333399844,130.09671591699953,stand,correct,1.6725063750018307,left,133.1183785840003,
stable,stand,stim_set/easy-538.png,133.1605500000005,134.33696575000067,fall,correct,1.1828732499998296,right,137.35359670899925,
stable,stand,stim_set/hard-vcom=1-95.png,156.69034204199852,161.14538070900016,fall,incorrect,4.460271291998652,right,164.16107679199922,
stable,stand,stim_set/easy-344.png,164.2038019169995,165.4786512089995,fall,correct,1.2806631249986822,right,168.4952024589984,
stable,stand,stim_set/hard-vcom=4-132.png,168.53711987499992,171.4968939169994,fall,incorrect,2.970805332999589,right,174.51813283400043,
stable,stand,stim_set/easy-122.png,174.56228466700122,175.62181220899947,fall,incorrect,1.0709528339975805,right,178.64415725000072,
stable,stand,stim_set/easy-233.png,178.69212608399903,179.73018470899842,fall,correct,1.0493127500012633,right,182.75168154199855,
stable,stand,stim_set/easy-8.png,182.79365899999902,183.69537008399857,fall,correct,0.9074435410002479,right,186.71131025000068,
stable,stand,stim_set/hard-410.png,186.7588812089998,191.12205512500077,stand,incorrect,4.373669915999926,left,194.14279800000077,
stable,stand,stim_set/easy-195.png,194.1865606249994,195.06210195899985,fall,correct,0.8813694580021547,right,198.07841654200092,
stable,stand,stim_set/hard-vcom=3-82.png,198.1241534590008,199.07874820899815,stand,correct,0.9609845409977424,left,202.09525591700003,
stable,stand,stim_set/hard-vcom=3-145.png,202.13304399999834,205.08715466699869,stand,incorrect,2.9600820830019074,left,208.1034447919992,
stable,stand,stim_set/easy-228.png,208.1421485840001,208.97042616700128,fall,correct,0.8341700000019046,right,211.98634120899806,
stable,stand,stim_set/hard-492.png,212.03186658399864,213.58694616700086,stand,correct,1.5614741249992221,left,216.6035172919983,
stable,stand,stim_set/hard-vcom=4-23.png,216.64851279199866,218.56323512499876,stand,correct,1.9257017919990176,left,221.58528749999823,
