batch_type,motivation,towers,trial_start,stim_on,choice,acc,rt,key,trial_end,score
stable,fall,stim_set/hard-vcom=4-132.png,7.292970374997822,9.104842916000052,fall,incorrect,1.8202559580095112,right,12.128354540996952,235.0
stable,fall,stim_set/hard-vcom=4-23.png,12.173489875000087,13.8783135410049,stand,correct,1.7102237500075717,left,16.893974582999363,
stable,fall,stim_set/hard-vcom=3-145.png,16.931553499991423,20.161303040993516,stand,incorrect,3.235749291998218,left,23.177767790999496,
stable,fall,stim_set/hard-576.png,23.21622416599712,28.219868582993513,NA,,,NA,33.240919290998136,
stable,fall,stim_set/easy-344.png,33.284046540997224,35.096341458003735,stand,incorrect,1.823092207996524,left,38.11753658299858,
stable,fall,stim_set/easy-122.png,38.161770708000404,39.4615195410006,fall,incorrect,1.3053530420002062,right,42.47754445800092,
stable,fall,stim_set/hard-214.png,42.525109041002,43.638514666003175,stand,correct,1.1239159999968251,left,46.659133124994696,
stable,fall,stim_set/hard-vcom=1-95.png,46.70273858300061,49.32824824999261,stand,correct,2.631448583008023,left,52.34470833299565,
stable,fall,stim_set/easy-239.png,52.39050195799791,53.369583166000666,fall,correct,0.9847780419950141,right,56.39577479100262,
stable,fall,stim_set/easy-228.png,56.4347427909961,57.44672887500201,fall,correct,1.0223784589907154,right,60.467772582996986,
stable,fall,stim_set/hard-vcom=3-143.png,60.51164041599259,62.81150541600073,stand,correct,2.305438666997361,left,65.82762370799901,
stable,fall,stim_set/hard-492.png,65.87317824999627,68.95283879099588,stand,correct,3.08581929099455,left,71.96896733299945,
stable,fall,stim_set/hard-410.png,72.01640362499165,74.85459249999258,stand,incorrect,2.84930941699713,left,77.87603612500243,
stable,fall,stim_set/hard-599.png,77.91348729099263,79.14624612500484,stand,correct,1.2441953750094399,left,82.16799270799675,
stable,fall,stim_set/hard-vcom=3-82.png,82.21418487500341,83.1115540000028,stand,correct,0.9034009999886621,left,86.12814633299422,
stable,fall,stim_set/easy-vcom=3-121.png,86.17431550000038,89.17811374999292,fall,correct,3.009547082998324,right,92.1944729579991,
stable,fall,stim_set/easy-vcom=3-106.png,92.23869349999586,93.30531783300103,stand,correct,1.0773789160011802,left,96.32609587500338,
stable,fall,stim_set/easy-8.png,96.36817258299561,97.54455495800357,fall,correct,1.1823222909879405,right,100.56072875000245,
stable,fall,stim_set/easy-195.png,100.60443383299571,101.5281090829958,fall,correct,0.9295139159949031,right,104.54426120799326,
stable,fall,stim_set/easy-11.png,104.58758112500072,106.21150099999795,fall,correct,1.629241084010573,right,109.22782420799194,
stable,fall,stim_set/easy-vcom=1-87.png,109.27454312499322,110.98773616600374,stand,correct,1.724348417003057,left,114.00903629099776,
stable,fall,stim_set/hard-369.png,114.04670945799444,117.48840245799511,stand,incorrect,3.452479166997364,left,120.50974595799926,
stable,fall,stim_set/easy-233.png,120.55734633299289,121.59649520799576,fall,correct,1.049877124998602,right,124.61756062500353,
stable,fall,stim_set/hard-vcom=2-100.png,124.66197762500087,125.63655037499848,stand,correct,0.9800820419914089,left,128.6525884159928,
stable,fall,stim_set/hard-vcom=1-130.png,128.69598387500446,131.28001662499446,stand,correct,2.5948307079961523,left,134.30129441600002,
unstable,stand,stim_set/easy-586.png,143.866554541004,145.66977845800284,fall,correct,1.8075910829938948,right,148.68568141599826,
unstable,stand,stim_set/hard-600.png,148.7231249579927,149.60489662499458,stand,correct,0.8924284579989035,left,152.62606224999763,
