batch_type,motivation,towers,trial_start,stim_on,choice,acc,rt,key,trial_end,score
stable,fall,stim_set/easy-228.png,26.59439674999885,29.61639758399906,fall,correct,3.0247402079985477,right,32.636310874997434,231.0
stable,fall,stim_set/hard-vcom=4-23.png,32.682537083997886,36.89313624999704,stand,correct,4.221047250000993,left,39.914358709000226,
stable,fall,stim_set/hard-vcom=2-100.png,39.95900449999681,42.13288812499741,stand,correct,2.1798316249987693,left,45.14903312499882,
stable,fall,stim_set/easy-vcom=1-87.png,45.19617462499809,48.90956454199841,fall,incorrect,3.7246411250016536,right,51.93090908399972,
stable,fall,stim_set/hard-410.png,51.97884291700029,53.917638458999136,fall,correct,1.949902625001414,right,56.93916895899747,
stable,fall,stim_set/hard-vcom=3-145.png,56.97680174999914,60.574859374999505,stand,incorrect,3.6028958749993762,left,63.59054220899998,
stable,fall,stim_set/easy-233.png,63.638835583999025,65.66661249999743,fall,correct,2.032833290999406,right,68.68229041700033,
stable,fall,stim_set/hard-vcom=3-143.png,68.72602612499759,70.92488124999727,stand,correct,2.204803250002442,left,73.94139062499744,
stable,fall,stim_set/easy-195.png,73.98562320899873,75.46812983400014,fall,correct,1.4930163339995488,right,78.48909374999857,
stable,fall,stim_set/easy-8.png,78.53151399999842,79.89311333399746,fall,correct,1.3721436249979888,right,82.91409312500036,
stable,fall,stim_set/easy-vcom=3-106.png,82.95902520899836,87.3579495419981,stand,correct,4.40485500000068,left,90.3745429169976,
stable,fall,stim_set/easy-239.png,90.42057004199887,91.72486670899889,fall,correct,1.310032917001081,right,94.7408926249991,
stable,fall,stim_set/easy-344.png,94.78379750000022,96.63335037499928,fall,correct,1.8550669579999521,right,99.64906895899912,
stable,fall,stim_set/hard-vcom=4-132.png,99.6915704589992,104.70163549999779,NA,,,NA,109.47848295899894,
stable,fall,stim_set/hard-369.png,109.5166344169993,111.16641237499789,stand,incorrect,1.655987082998763,left,114.18297924999933,
stable,fall,stim_set/hard-214.png,114.23065008399863,115.24317024999982,stand,correct,1.0233715419999498,left,118.26468820899754,
stable,fall,stim_set/hard-vcom=3-82.png,118.31094191699958,119.30844212499869,stand,correct,1.0032983749988489,left,122.3247780419988,
stable,fall,stim_set/hard-vcom=1-95.png,122.36882004200015,123.66664041699914,stand,correct,1.303891792002105,left,126.68323158400017,
stable,fall,stim_set/easy-vcom=3-121.png,126.72908641699905,128.767947291999,stand,incorrect,2.05040820800059,left,131.78982220899707,
stable,fall,stim_set/easy-122.png,131.83397041699936,133.0083976249989,fall,incorrect,1.179825291997986,right,136.02387004199772,
stable,fall,stim_set/hard-vcom=1-130.png,136.0673069589975,137.616691291998,stand,correct,1.555402875001164,left,140.6330358749983,
stable,fall,stim_set/easy-11.png,140.67686737499753,142.75015062499733,fall,correct,2.078362666998146,right,145.76615204199697,
stable,fall,stim_set/hard-576.png,145.80444154199722,148.20838816699688,stand,correct,2.410055917000136,left,151.23427549999906,
stable,fall,stim_set/hard-599.png,151.27192779199686,153.50178874999983,stand,correct,2.2405767500022193,left,156.52268012499917,
stable,fall,stim_set/hard-492.png,156.56811254199783,158.63530937500036,stand,correct,2.0780773750011576,left,161.6567026249977,
unstable,NA,stim_set/easy-vcom=1-12.png,169.2801744999997,170.65865466699688,stand,correct,1.3833472920014174,left,173.67518841699712,
unstable,NA,stim_set/hard-14.png,173.7131601250003,175.30200387500008,stand,incorrect,1.599709707999864,left,178.32306354199682,
unstable,NA,stim_set/hard-441.png,178.3652714589989,179.80172299999685,stand,incorrect,1.447260417000507,left,182.8232895000001,
unstable,NA,stim_set/hard-vcom=1-92.png,182.87142487500023,184.43554337499882,stand,incorrect,1.5745922919995792,left,187.45657216699692,
unstable,NA,stim_set/easy-411.png,187.50487104199783,189.9932732089983,fall,correct,2.4993481669989706,right,193.01441445899763,
unstable,NA,stim_set/hard-440.png,193.05940033399747,194.8085687499988,stand,incorrect,1.7543715000028897,left,197.8251498339996,
unstable,NA,stim_set/hard-vcom=4-139.png,197.86899191699922,199.0418869999994,stand,correct,1.1795915829970909,left,202.0581696249974,
unstable,NA,stim_set/easy-542.png,202.105735541998,203.29358208399935,fall,correct,1.1986074999986158,right,206.31473245899906,
unstable,NA,stim_set/hard-vcom=4-147.png,206.36392870899726,207.5419138340003,stand,correct,1.1840541250021488,left,210.55803670899695,
unstable,NA,stim_set/hard-vcom=4-22.png,210.6067769170004,212.29379570899982,stand,correct,1.6977558749968011,left,215.31500266699732,
unstable,NA,stim_set/hard-555.png,215.35934599999746,216.3688463340004,stand,correct,1.0200906669997494,left,219.38990787500006,
unstable,NA,stim_set/easy-vcom=2-73.png,219.4331734169973,220.6586744999986,fall,correct,1.2312280840014864,right,223.67514254199705,
unstable,NA,stim_set/hard-280.png,223.72352308399786,224.72511133399894,stand,correct,1.0069669160002377,left,227.74144412500027,
unstable,NA,stim_set/hard-600.png,227.7793868339977,230.7936879589979,stand,correct,3.025360458999785,left,233.81534658399687,
unstable,NA,stim_set/easy-164.png,233.86349849999897,235.81684645899804,fall,correct,1.9592077499983134,right,238.83288520899805,
unstable,NA,stim_set/hard-vcom=4-88.png,238.8762119589992,240.07533299999704,stand,correct,1.2049752919992898,left,243.09128995900028,
unstable,NA,stim_set/easy-304.png,243.1375490419996,245.16691100000025,fall,incorrect,2.0349196669994853,right,248.1827603749989,
unstable,NA,stim_set/hard-vcom=4-27.png,248.2318239169981,249.33361549999972,stand,incorrect,1.1077084160024242,left,252.34965758399994,
unstable,NA,stim_set/easy-586.png,252.396070625,254.00035429199852,fall,correct,1.6097408330024336,right,257.0162397089989,
unstable,NA,stim_set/hard-vcom=2-95.png,257.0539069589977,258.6336970839984,stand,correct,1.5853355830004148,left,261.64929691699945,
unstable,NA,stim_set/easy-28.png,261.6961360419991,262.7503286249994,fall,correct,1.059717832999013,right,265.7661399999997,
unstable,NA,stim_set/hard-78.png,265.8128115420004,267.642044917,stand,correct,1.8347348329989472,left,270.6576666250003,
unstable,NA,stim_set/easy-318.png,270.7036639589969,272.78362812499836,fall,correct,2.086177332999796,right,275.8001167919974,
unstable,NA,stim_set/hard-vcom=3-142.png,275.8481099169985,277.06060074999914,stand,correct,1.2232398330015712,left,280.08132329199725,
unstable,NA,stim_set/hard-286.png,280.1303330419978,281.2088259589982,stand,correct,1.0841385829990031,left,284.2250062089988,
unstable,fall,stim_set/hard-vcom=4-147.png,290.89540891700017,291.6522901669996,stand,correct,0.7640972919980413,left,294.67368499999793,
unstable,fall,stim_set/hard-vcom=4-88.png,294.7153961669974,295.48384141699717,stand,correct,0.7743869170008111,left,298.50053662499704,
unstable,fall,stim_set/easy-vcom=2-73.png,298.54216208399885,300.6273954169992,fall,correct,2.0962576670026465,right,303.6484696669977,
unstable,fall,stim_set/easy-304.png,303.6930488750004,304.84214283399706,fall,incorrect,1.15505108400248,right,307.85827749999953,
unstable,fall,stim_set/hard-vcom=2-95.png,307.8944823339989,308.9689391669999,stand,correct,1.0851436250013649,left,311.98990950000007,
unstable,fall,stim_set/hard-vcom=3-142.png,312.0365071669985,312.9921044169969,stand,correct,0.9612291250014096,left,316.00823070899787,
unstable,fall,stim_set/hard-vcom=4-139.png,316.051162208998,317.0255802089996,stand,correct,0.979862874999526,left,320.0412827500004,
unstable,fall,stim_set/easy-vcom=1-12.png,320.0871442919997,321.1270245839987,stand,correct,1.0510673749995476,left,324.14837320899824,
unstable,fall,stim_set/hard-vcom=4-27.png,324.19559308399766,327.43516920899856,stand,incorrect,3.250441291998868,left,330.4568610839997,
unstable,fall,stim_set/hard-280.png,330.5031926669981,331.5501895839989,stand,correct,1.052954458999011,left,334.5665076669975,
unstable,fall,stim_set/hard-vcom=1-92.png,334.6132579999976,336.51725483399787,stand,incorrect,1.9096818329999223,left,339.5336591669984,
unstable,fall,stim_set/easy-586.png,339.5781208339977,340.63575958399815,fall,correct,1.0680691669986118,right,343.6568624169995,
