batch_type,motivation,towers,trial_start,stim_on,choice,key,trial_end,acc,rt,score
unstable,stand,stim_set/hard-vcom=3-142.png,6.644938375000493,11.661722583001392,NA,NA,18.65764599999966,,,212.0
unstable,stand,stim_set/hard-555.png,18.702417291002348,22.23831174999941,fall,right,25.260685332999856,incorrect,3.547593709001376,
unstable,stand,stim_set/easy-411.png,25.308562624999468,27.880479875002493,fall,right,30.900829207999777,correct,2.582491791999928,
unstable,stand,stim_set/hard-vcom=4-147.png,30.94940645799943,32.67827995799962,fall,right,35.6940020410002,incorrect,1.7344099999972968,
unstable,stand,stim_set/hard-vcom=4-22.png,35.74261629100147,36.99497904099917,fall,right,40.011362790999556,incorrect,1.2578285839990713,
unstable,stand,stim_set/easy-vcom=1-12.png,40.05859112500184,44.3116967499991,fall,right,47.33104429100058,incorrect,4.2590425840026,
unstable,stand,stim_set/hard-441.png,47.37286200000017,49.15488129100049,fall,right,52.17562087500119,correct,1.7928790420010046,
unstable,stand,stim_set/hard-600.png,52.213191833001474,53.24496983300196,fall,right,56.26050337500055,incorrect,1.0369511669996427,
unstable,stand,stim_set/hard-vcom=4-88.png,56.30348337500254,59.40325033300178,stand,left,62.41959520800083,correct,3.105974250000145,
unstable,stand,stim_set/easy-vcom=2-73.png,62.46254816600049,64.32178079100049,fall,right,67.34312991600018,correct,1.8698603340017144,
unstable,stand,stim_set/hard-440.png,67.3872936250009,69.40432408299966,fall,right,72.42638179099959,correct,2.0283865829987917,
unstable,stand,stim_set/hard-280.png,72.47425704100169,73.42827925000165,fall,right,76.44406150000214,incorrect,0.9592924580028921,
unstable,stand,stim_set/hard-vcom=1-92.png,76.49205991599956,77.42001458300001,fall,right,80.43583037500139,correct,0.9334697910016985,
unstable,stand,stim_set/hard-78.png,80.4815830410007,81.27173783300168,fall,right,84.29271820800204,incorrect,0.8009090000014112,
unstable,stand,stim_set/easy-164.png,84.3404799580021,87.22825437500069,stand,left,90.2445079579993,incorrect,2.893500958001823,
unstable,stand,stim_set/easy-586.png,90.29051574999903,91.30490250000003,fall,right,94.3268835830022,correct,1.0258479580006679,
unstable,stand,stim_set/easy-542.png,94.3739026660005,95.82821066600081,fall,right,98.84448095799962,correct,1.460100959000556,
unstable,stand,stim_set/hard-vcom=2-95.png,98.88158575000125,101.18636250000054,stand,left,104.20294362500135,correct,2.3112545830008457,
unstable,stand,stim_set/easy-304.png,104.24905100000251,105.95320616599929,fall,right,108.96932379099962,incorrect,1.7101020839982084,
unstable,stand,stim_set/hard-vcom=4-27.png,109.01749075000043,110.64499441600128,stand,left,113.6611844580002,incorrect,1.6334052920028626,
unstable,stand,stim_set/hard-vcom=4-139.png,113.70453104099943,115.1384584160005,fall,right,118.15956550000192,incorrect,1.4445310830014932,
unstable,stand,stim_set/hard-286.png,118.20803654100018,119.84653779099972,stand,left,122.86746800000037,correct,1.6495281249990512,
unstable,stand,stim_set/easy-28.png,122.91329341600067,125.30495529100153,fall,right,128.32667975000004,correct,2.402507999999216,
unstable,stand,stim_set/hard-14.png,128.36409116600043,130.06151658300223,stand,left,133.0775136250013,incorrect,1.703111708000506,
unstable,stand,stim_set/easy-318.png,133.12333604100058,136.08784166600162,fall,right,139.10946516600234,correct,2.975459958001011,
unstable,fall,stim_set/hard-vcom=4-147.png,197.42069412500132,200.5446978330001,stand,left,203.56047987499915,correct,3.128579541000363,
unstable,fall,stim_set/easy-164.png,203.6070950409994,207.05297975000212,stand,left,210.068867375001,incorrect,3.452306791998126,
unstable,fall,stim_set/hard-441.png,210.10955087500042,211.78627466599937,stand,left,214.8021549160003,incorrect,1.6822382499995001,
unstable,fall,stim_set/easy-411.png,214.84824666600252,218.12794112499978,stand,left,221.14433400000053,incorrect,3.2850439169997117,
unstable,fall,stim_set/hard-286.png,221.19110616599937,222.7546351250021,stand,left,225.77605445800145,correct,1.574422499998036,
unstable,fall,stim_set/easy-542.png,225.82169316599902,228.1694922909992,stand,left,231.18583733299965,incorrect,2.3533606250020966,
unstable,fall,stim_set/easy-318.png,231.23010145800072,233.27120479099904,stand,left,236.29206479099958,incorrect,2.0519019170023967,
unstable,fall,stim_set/hard-440.png,236.3347439579993,239.41119658300158,stand,left,242.4270836249998,incorrect,3.081864042000234,
unstable,fall,stim_set/hard-vcom=1-92.png,242.47359641599905,245.82775166600186,fall,right,248.84340654100015,correct,3.35972099999708,
unstable,fall,stim_set/hard-555.png,248.88560074999987,250.57112304100156,stand,left,253.59253308299958,correct,1.6964242920003016,
unstable,fall,stim_set/easy-304.png,253.63637704099892,255.26120425000045,stand,left,258.27738654100176,correct,1.6304176670018933,
unstable,fall,stim_set/hard-280.png,258.32313016600165,261.5631400830025,stand,left,264.58426583300025,correct,3.25091466700178,
unstable,fall,stim_set/hard-vcom=3-142.png,264.630496916001,267.7946033750013,stand,left,270.8103795410025,correct,3.169575750001968,
unstable,fall,stim_set/hard-600.png,270.84617420799987,272.3777271660001,stand,left,275.3944212080023,correct,1.5379145000006247,
unstable,fall,stim_set/hard-vcom=4-139.png,275.4362204579993,278.6859848749991,stand,left,281.7024538330006,correct,3.2552443749991653,
unstable,fall,stim_set/hard-14.png,281.73875154100097,283.0443336249991,stand,left,286.06055087500135,incorrect,1.3115234159995453,
unstable,fall,stim_set/hard-vcom=4-27.png,286.10705487499945,289.23598095800116,stand,left,292.25184429100045,incorrect,3.1342664580006385,
unstable,fall,stim_set/easy-28.png,292.29600829099945,294.86944824999955,stand,left,297.8855970830009,incorrect,2.579517083999235,
unstable,fall,stim_set/hard-vcom=4-22.png,297.93225299999904,302.93595624999944,NA,NA,309.5245271660024,,,
unstable,fall,stim_set/hard-78.png,309.56916275000185,310.8192562910008,stand,left,313.8357057909998,correct,1.2556229999972857,
unstable,fall,stim_set/easy-vcom=1-12.png,313.88171141600105,315.01098129100137,stand,left,318.02697400000034,correct,1.134710708000057,
unstable,fall,stim_set/easy-vcom=2-73.png,318.06802620800227,320.1692660410008,stand,left,323.1850310000009,incorrect,2.106811249999737,
unstable,fall,stim_set/hard-vcom=2-95.png,323.2208267909991,324.9378176249993,stand,left,327.95878366599936,correct,1.7276589579996653,
unstable,fall,stim_set/hard-vcom=4-88.png,327.99998187500023,329.2023416660013,stand,left,332.2184228750011,correct,1.207917332998477,
unstable,fall,stim_set/easy-586.png,332.26230779099933,336.1357992080011,stand,left,339.1521358329992,incorrect,3.879555666997476,
stable,stand,stim_set/easy-vcom=3-125.png,411.34932491600193,416.201981000002,fall,right,419.2179928330006,incorrect,4.857381750000059,
stable,stand,stim_set/easy-vcom=2-3.png,419.2640198750014,420.73551604100066,fall,right,423.7519148329993,correct,1.4777163750004547,
stable,stand,stim_set/hard-vcom=4-67.png,423.7959470829992,425.12905520799904,fall,right,428.1497190830014,correct,1.3430557909996423,
stable,stand,stim_set/easy-vcom=1-73.png,428.1872441250016,429.83553604100234,stand,left,432.85136283300017,correct,1.6538456669986772,
stable,stand,stim_set/hard-563.png,432.8995956660001,437.261979916002,stand,left,440.28355362500224,correct,4.373577291000402,
stable,stand,stim_set/easy-280.png,440.3272772500022,441.5769990000008,fall,right,444.5937400410003,correct,1.2556782920000842,
stable,stand,stim_set/easy-31.png,444.6390665830004,445.8937168750017,fall,right,448.90952829100206,incorrect,1.2598163330003445,
stable,stand,stim_set/easy-vcom=4-126.png,448.95724929100106,450.4854639160003,fall,right,453.50169950000054,correct,1.5346061660020496,
stable,stand,stim_set/hard-vcom=2-16.png,453.5500041660016,456.35204024999985,stand,left,459.36838637500114,correct,2.808250083002349,
stable,stand,stim_set/easy-vcom=3-142.png,459.41456212499907,461.95374937499946,stand,left,464.9750551249999,correct,2.5502740840020124,
stable,stand,stim_set/easy-vcom=1-83.png,465.0121627910012,467.12039283299964,fall,right,470.14121033300034,incorrect,2.1187129999998433,
stable,stand,stim_set/hard-40.png,470.18800662500144,471.8102939160017,stand,left,474.82645616599984,correct,1.6282252500022878,
stable,stand,stim_set/easy-vcom=4-69.png,474.8734727910014,476.72702270800073,fall,right,479.7427252080015,correct,1.859017708000465,
stable,stand,stim_set/hard-vcom=2-45.png,479.78038179099894,480.8202811250012,fall,right,483.8415152080015,correct,1.0511731670012523,
stable,stand,stim_set/hard-vcom=4-130.png,483.88560725000207,485.1850044999992,stand,left,488.2014759160011,incorrect,1.3058506670022325,
stable,stand,stim_set/easy-20.png,488.24544295799933,489.56855695800186,fall,right,492.58412345800025,correct,1.3291327499973704,
stable,stand,stim_set/hard-451.png,492.630354375,493.96017575000224,fall,right,496.9772771249991,correct,1.3364754590002121,
stable,stand,stim_set/hard-367.png,497.0211575829999,498.893564541002,fall,right,501.9093789159997,incorrect,1.878114999999525,
stable,stand,stim_set/easy-538.png,501.9517215830019,503.6185146249991,fall,right,506.63551508300225,correct,1.6738711250000051,
stable,stand,stim_set/hard-vcom=1-3.png,506.68013350000183,507.75361158300075,stand,left,510.7746025410015,correct,1.0838641249974899,
stable,stand,stim_set/easy-63.png,510.81875529100216,512.1932671249997,fall,right,515.2096947499995,correct,1.380523625000933,
stable,stand,stim_set/easy-590.png,515.2580267080011,517.3033315409994,fall,right,520.3249812079994,correct,2.056747999999061,
stable,stand,stim_set/hard-570.png,520.3729866249996,522.7017638329999,stand,left,525.7183190409996,correct,2.3351006250013597,
