batch_type,motivation,towers,trial_start,stim_on,choice,acc,rt,key,trial_end,score
stable,NA,stim_set/easy-31.png,3.65016133300378,6.679946207994362,fall,incorrect,3.0331052909896243,right,9.698689040989848,210.0
stable,NA,stim_set/easy-vcom=1-83.png,9.738010540982941,12.93817445798777,stand,correct,3.20570679201046,left,15.95424500000081,
stable,NA,stim_set/hard-40.png,16.00054787498084,19.155034625000553,stand,correct,3.1602800409891643,left,22.17137399999774,
stable,NA,stim_set/easy-vcom=4-126.png,22.219672582985368,24.046462458005408,fall,correct,1.832408000016585,right,27.062636082991958,
stable,NA,stim_set/hard-vcom=2-16.png,27.11190912500024,32.1230527079897,NA,,,NA,38.81103341598646,
stable,NA,stim_set/hard-563.png,38.86016266598017,40.08820470800856,fall,incorrect,1.234215000004042,right,43.10430483298842,
stable,NA,stim_set/hard-vcom=4-67.png,43.149770791002084,44.379986749991076,fall,correct,1.235795375017915,right,47.395899708004436,
stable,NA,stim_set/hard-367.png,47.43987879098859,50.73168599998462,stand,correct,3.302365000010468,left,53.752330749994144,
stable,NA,stim_set/hard-vcom=4-130.png,53.79658495800686,56.17994937498588,fall,correct,2.3886845000088215,right,59.19565787498141,
stable,NA,stim_set/hard-vcom=1-3.png,59.240596499992535,61.0732774999924,stand,correct,1.8433392920123879,left,64.09449108300032,
stable,NA,stim_set/easy-20.png,64.13804004099802,66.87345324998023,fall,correct,2.745768416993087,right,69.89457725000102,
stable,NA,stim_set/easy-vcom=2-3.png,69.94071237498429,73.13827629099251,stand,incorrect,3.2027283750067,left,76.15426995800226,
stable,NA,stim_set/easy-280.png,76.1980252499925,77.43989512498956,fall,correct,1.252549208002165,right,80.46310749999247,
stable,NA,stim_set/hard-vcom=4-45.png,80.50875904099667,83.7631759159849,fall,correct,3.259623541001929,right,86.77984308300074,
stable,NA,stim_set/hard-474.png,86.8233094580064,88.05493533299887,fall,correct,1.2374023750016931,right,91.07053974998416,
stable,NA,stim_set/hard-451.png,91.11666312499437,92.98131654100143,fall,correct,1.8752455409849063,right,96.00242145798984,
stable,NA,stim_set/easy-538.png,96.04464354098309,97.27128166600596,fall,correct,1.2326523340016138,right,100.28777595798601,
stable,NA,stim_set/easy-vcom=3-125.png,100.33628983297967,102.1483009159856,fall,incorrect,1.822593416000018,right,105.16931891598506,
stable,NA,stim_set/easy-vcom=3-142.png,105.21575025000493,110.22148354098317,NA,,,NA,116.74519549999968,
stable,NA,stim_set/easy-vcom=4-69.png,116.79329058298026,119.58161245798692,stand,incorrect,2.799009832990123,left,122.60357400000794,
stable,NA,stim_set/easy-vcom=1-73.png,122.64151895800023,124.43174187498516,fall,incorrect,1.8002104580227751,right,127.4527622500027,
stable,NA,stim_set/hard-vcom=2-45.png,127.49217325000791,129.3067787080072,fall,correct,1.8252639579877723,right,132.32776133299922,
stable,NA,stim_set/easy-63.png,132.3711022909847,134.3564334999828,fall,correct,1.9961547079728916,right,137.37758395800483,
stable,NA,stim_set/hard-570.png,137.42576495799585,138.8799720829993,stand,correct,1.4596577089978382,left,141.89620358298998,
stable,NA,stim_set/easy-590.png,141.94400087499525,143.40653408298385,fall,correct,1.47289437497966,right,146.42727237500367,
unstable,fall,stim_set/hard-vcom=4-22.png,192.74528791598277,194.48166366599617,stand,correct,1.7455699589918368,left,197.50310183299007,
unstable,fall,stim_set/easy-vcom=2-73.png,197.5454749999917,198.70665179099888,fall,correct,1.171751874993788,right,201.72771858298802,
unstable,fall,stim_set/hard-vcom=1-92.png,201.77586895800778,202.6799216659856,fall,correct,0.9096195420133881,right,205.69647083300515,
unstable,fall,stim_set/easy-411.png,205.743908000004,207.40685241599567,fall,correct,1.6734589169791434,right,210.4282171249797,
unstable,fall,stim_set/hard-441.png,210.47316937500727,212.14667920800275,stand,incorrect,1.6795731250022072,left,215.16352404098143,
unstable,fall,stim_set/easy-vcom=1-12.png,215.20995012499043,217.72340179097955,stand,correct,2.524450375000015,left,220.74536008300493,
unstable,fall,stim_set/easy-164.png,220.7935444159957,221.79673199998797,fall,correct,1.008919625019189,right,224.81309395798598,
unstable,fall,stim_set/hard-vcom=4-88.png,224.85567058299785,226.78121137499693,stand,correct,1.937245333014289,left,229.80330704100197,
unstable,fall,stim_set/hard-555.png,229.84703499998432,231.6216635000019,stand,correct,1.7793741670029704,left,234.63684200000716,
unstable,fall,stim_set/hard-440.png,234.68099916598294,235.6049091659952,fall,correct,0.9289589160180185,right,238.62097041599918,
