batch_type,motivation,towers,trial_start,stim_on,choice,acc,rt,key,trial_end,score
unstable,stand,stim_set/hard-78.png,25.108386249979958,29.1091346659814,fall,incorrect,4.003889124986017,right,32.12873379100347,215.0
unstable,stand,stim_set/hard-280.png,32.17847091599833,37.18569225000101,NA,,,NA,42.165389582980424,
unstable,stand,stim_set/hard-441.png,42.20726895797998,43.84454466600437,fall,correct,1.6476823330158368,right,46.86594191598124,
unstable,stand,stim_set/easy-164.png,46.913907540991204,48.66779624999617,fall,correct,1.7596607090090401,right,51.684723749989644,
unstable,stand,stim_set/hard-vcom=4-147.png,51.73310341598699,53.019453707995126,stand,correct,1.2968923330190592,left,56.040508125006454,
unstable,stand,stim_set/easy-411.png,56.08885241599637,57.45092133298749,fall,correct,1.3672020409721881,right,60.46752833298524,
unstable,stand,stim_set/easy-vcom=1-12.png,60.51497104100417,62.54277391600772,stand,correct,2.0332068339921534,left,65.55844337499002,
unstable,stand,stim_set/hard-440.png,65.60247149999486,66.62608141600504,fall,correct,1.0296469579916447,right,69.64251645799959,
unstable,stand,stim_set/easy-318.png,69.68877379098558,71.06130899998243,fall,correct,1.3833664580015466,right,74.08227466599783,
unstable,stand,stim_set/easy-586.png,74.12830104099703,76.67609791600262,fall,correct,2.5542259580106474,right,79.6926077909884,
unstable,stand,stim_set/easy-542.png,79.73961837499519,81.02618854100001,fall,correct,1.2920419169822708,right,84.0420836249832,
unstable,stand,stim_set/hard-vcom=4-27.png,84.09074116600095,86.92768008299754,stand,incorrect,2.8481953750015236,left,89.94952545798151,
unstable,stand,stim_set/hard-vcom=1-92.png,89.99766537500545,91.36102549999487,fall,correct,1.3743062909925357,right,94.38232279100339,
unstable,stand,stim_set/hard-vcom=4-139.png,94.4261740410002,96.30113124998752,stand,correct,1.881026125018252,left,99.31756850000238,
unstable,stand,stim_set/hard-vcom=3-142.png,99.36556662499788,101.00301129100262,stand,correct,1.6485022919951007,left,104.02380945798359,
unstable,stand,stim_set/hard-vcom=2-95.png,104.06110695798998,106.55960124998819,stand,correct,2.503968500008341,left,109.5760350409837,
unstable,stand,stim_set/hard-286.png,109.62452379098977,112.21049724999466,stand,correct,2.5974028749915306,left,115.2321167080081,
unstable,stand,stim_set/hard-600.png,115.27055891600321,118.19257379099145,stand,correct,2.928182541014394,left,121.20864641599474,
unstable,stand,stim_set/hard-vcom=4-88.png,121.25153754098574,124.00100925000152,stand,correct,2.755427124997368,left,127.01756208299776,
unstable,stand,stim_set/easy-28.png,127.06379720798577,128.95282858298742,fall,correct,1.8996739170106594,right,131.97373337499448,
unstable,stand,stim_set/easy-vcom=2-73.png,132.01669112499803,134.75128195798607,fall,correct,2.7394852500001434,right,137.76689941599034,
unstable,stand,stim_set/hard-555.png,137.81041937498958,141.25957891598227,stand,correct,3.454543083993485,left,144.2759326249943,
unstable,stand,stim_set/hard-vcom=4-22.png,144.3246388330008,146.31939799999236,stand,correct,2.0056032499996945,left,149.34129470799235,
unstable,stand,stim_set/hard-14.png,149.37883695799974,152.45121295799618,stand,incorrect,3.0779574580083136,left,155.46754237500136,
unstable,stand,stim_set/easy-304.png,155.51308670800063,157.50285058299778,fall,incorrect,2.00040866699419,right,160.5236090410035,
stable,NA,stim_set/easy-233.png,173.58480383298593,175.61954287500703,fall,correct,2.044237833004445,right,178.64059424999868,
stable,NA,stim_set/hard-vcom=1-95.png,178.68395354098175,181.84465195800294,stand,correct,3.171845958015183,left,184.86593583298963,
stable,NA,stim_set/easy-vcom=3-121.png,184.912632749998,185.73461104099988,fall,correct,0.827562125021359,right,188.75070104098995,
stable,NA,stim_set/easy-344.png,188.79298954099067,191.71772279098514,fall,correct,2.9312091669999063,right,194.73414033299196,
stable,NA,stim_set/hard-vcom=4-23.png,194.7777375000005,196.5095953749842,stand,correct,1.737687041022582,left,199.52579370798776,
stable,NA,stim_set/hard-vcom=4-132.png,199.56749129100353,203.11804645799566,stand,correct,3.5559733750123996,left,206.13381800000207,
stable,NA,stim_set/easy-8.png,206.17593404100626,207.35965358300018,fall,correct,1.1889363749942277,right,210.37544920798973,
stable,NA,stim_set/easy-195.png,210.41881720800302,212.20326199999545,fall,correct,1.7946053330088034,right,215.22399458300788,
stable,NA,stim_set/hard-vcom=3-143.png,215.26736866598367,219.30256237499998,stand,correct,4.046217249997426,left,222.32401058299,
stable,NA,stim_set/easy-239.png,222.37015145798796,225.1780434579996,fall,correct,2.8186070829979144,right,228.19953812498716,
stable,NA,stim_set/hard-214.png,228.24698395800078,232.37628579098964,stand,correct,4.134923125006026,left,235.392537000007,
stable,NA,stim_set/hard-vcom=1-130.png,235.43562924998696,237.94461920799222,stand,correct,2.5199033340031747,left,240.9657603329979,
stable,NA,stim_set/hard-vcom=2-100.png,241.0109182499873,243.75961574999383,stand,correct,2.7547249580093194,left,246.77604999998584,
stable,NA,stim_set/hard-599.png,246.81468033298734,250.15277245797915,stand,correct,3.3487981249927543,left,253.17376633299864,
stable,NA,stim_set/easy-11.png,253.21778766598436,254.7347482079931,fall,correct,1.522661708004307,right,257.7508633749967,
stable,NA,stim_set/easy-228.png,257.7888997499831,260.2930918750062,fall,correct,2.5095903750043362,right,263.3097222079814,
stable,NA,stim_set/hard-410.png,263.35748199999216,265.4195042079955,fall,correct,2.073142832989106,right,268.44055558298714,
stable,NA,stim_set/hard-576.png,268.47878908299026,272.5113582079939,fall,incorrect,4.043468332994962,right,275.53248983298545,
stable,NA,stim_set/hard-369.png,275.57002458299394,277.7859031249827,stand,incorrect,2.227973708009813,left,280.8077067080012,
stable,NA,stim_set/easy-vcom=1-87.png,280.85476195800584,285.58455262499047,fall,incorrect,4.735134415997891,right,288.6002326250018,
stable,NA,stim_set/hard-492.png,288.6455322910042,290.7782366249885,fall,incorrect,2.142867707996629,right,293.79897754098056,
stable,NA,stim_set/hard-vcom=3-82.png,293.84511337499134,297.5759467080061,fall,incorrect,3.7367895420175046,right,300.5927106659801,
stable,NA,stim_set/easy-122.png,300.63664537499426,301.97782241599634,fall,incorrect,1.3520001670112833,right,304.99895275000017,
stable,NA,stim_set/easy-vcom=3-106.png,305.04273041599663,307.443102833,stand,correct,2.406683957990026,left,310.4594387499965,
stable,NA,stim_set/hard-vcom=3-145.png,310.4972414999793,313.80134754098253,stand,incorrect,3.309170874999836,left,316.8170345829858,
stable,stand,stim_set/hard-vcom=1-95.png,335.0921614159888,338.26790941599756,fall,incorrect,3.1800736250006594,right,341.28414604099817,
stable,stand,stim_set/easy-233.png,341.3313924160029,344.8595873329905,fall,correct,3.533908709010575,right,347.87588837498333,
stable,stand,stim_set/hard-vcom=3-145.png,347.9122071659949,351.9696750830044,stand,incorrect,4.0683724579866976,left,354.9904987909831,
stable,stand,stim_set/easy-239.png,355.03761637498974,356.91940183300176,fall,correct,1.8922556249890476,right,359.94039604099817,
stable,stand,stim_set/hard-576.png,359.9763610829832,364.9864067079907,NA,,,NA,371.5560954999819,
stable,stand,stim_set/hard-214.png,371.60310033298447,374.22635420798906,stand,correct,2.6291236660035793,left,377.2432199159812,
stable,stand,stim_set/hard-vcom=1-130.png,377.28579045800143,380.7449680409918,stand,correct,3.469746458984446,left,383.76569070797996,
stable,stand,stim_set/easy-195.png,383.80834550000145,385.1096158750006,fall,correct,1.3067138330079615,right,388.1260331249796,
stable,stand,stim_set/hard-vcom=3-82.png,388.1705315829895,390.15141766599845,stand,correct,1.9865748330194037,left,393.16722641600063,
stable,stand,stim_set/easy-122.png,393.210582041007,394.434827916004,fall,incorrect,1.2298780419805553,right,397.45176795800216,
stable,stand,stim_set/easy-vcom=1-87.png,397.497106625,400.6766367079981,fall,incorrect,3.185338125011185,right,403.69245349999983,
stable,stand,stim_set/easy-344.png,403.7344923329947,404.6598720829934,fall,correct,0.9313703750085551,right,407.67616254099994,
stable,stand,stim_set/hard-vcom=2-100.png,407.71853562499746,409.7181014159869,stand,correct,2.0053567090071738,left,412.7346185409988,
stable,stand,stim_set/easy-11.png,412.7771152079804,413.8099469160079,fall,correct,1.0386212500161491,right,416.8264558329829,
stable,stand,stim_set/hard-599.png,416.8624974580016,420.4681197909813,fall,incorrect,3.6118866250035353,right,423.4846883749997,
stable,stand,stim_set/hard-492.png,423.52823699999135,427.2348865410022,stand,correct,3.71266179200029,left,430.25122524998733,
stable,stand,stim_set/easy-228.png,430.28728441600106,431.445034415985,fall,correct,1.1682110000110697,right,434.46569958300097,
stable,stand,stim_set/easy-8.png,434.5068480409973,435.98512820800534,fall,correct,1.483666042011464,right,439.00063641599263,
stable,stand,stim_set/hard-410.png,439.04656170800445,441.84496512499754,stand,incorrect,2.808961333008483,left,444.86588937498163,
stable,stand,stim_set/hard-vcom=4-23.png,444.90905604098225,446.8195168329985,stand,correct,1.9214502920222003,left,449.8409521660069,
stable,stand,stim_set/hard-369.png,449.8771738749929,452.8117788749805,fall,correct,2.945590457995422,right,455.8329747910029,
