batch_type,motivation,towers,trial_start,stim_on,choice,acc,rt,key,trial_end,score
unstable,stand,stim_set/hard-vcom=4-22.png,3.938718916999278,6.812994916999742,stand,correct,2.877612499998577,left,9.83219333299894,234.0
unstable,stand,stim_set/hard-441.png,9.874903082998571,11.890175167000052,stand,incorrect,2.0257145420000597,left,14.911474541999269,
unstable,stand,stim_set/hard-vcom=2-95.png,14.950246832999255,16.971174499998597,stand,correct,2.0273360419996607,left,19.987843957998848,
unstable,stand,stim_set/easy-586.png,20.03351074999955,21.02131104199907,fall,correct,0.9937757500010775,right,24.037770957998873,
unstable,stand,stim_set/hard-vcom=4-139.png,24.082041957999536,25.479721042000165,stand,correct,1.4041737919997104,left,28.498993332999817,
unstable,stand,stim_set/hard-vcom=4-147.png,28.547318291999545,29.696225624998988,stand,correct,1.1549402910004574,left,32.712523707999935,
unstable,stand,stim_set/easy-304.png,32.75870824999947,33.84800762499981,fall,incorrect,1.1003722500008735,right,36.869113332999405,
unstable,stand,stim_set/hard-286.png,36.917407957998876,38.60482641699855,stand,correct,1.6924627499993221,left,41.621045707999656,
unstable,stand,stim_set/hard-280.png,41.66891216699878,42.75466737500028,fall,incorrect,1.0919769579995773,right,45.771289958000125,
unstable,stand,stim_set/hard-600.png,45.80865116699897,48.2063057919986,stand,correct,2.4082556249995832,left,51.227456874999916,
unstable,stand,stim_set/hard-vcom=4-27.png,51.275986667000325,52.440436832999694,fall,correct,1.174866875000589,right,55.46145154199985,
unstable,stand,stim_set/easy-28.png,55.50748249999924,56.462978499999736,fall,correct,0.9617883330010955,right,59.47953104199951,
unstable,stand,stim_set/hard-78.png,59.52566554199984,60.52974858299967,stand,correct,1.0097148749991902,left,63.546411457999056,
unstable,stand,stim_set/easy-411.png,63.59420570799921,64.5313089579995,fall,correct,0.947848249999879,right,67.5522888329997,
unstable,stand,stim_set/easy-164.png,67.60036112499984,68.64028320800026,fall,correct,1.0498716669990245,right,71.66077108299942,
unstable,stand,stim_set/hard-440.png,71.70493995799916,72.64824158299962,fall,correct,0.9541442919999099,right,75.66963762500018,
unstable,stand,stim_set/hard-555.png,75.71301912499985,76.73817354199855,stand,correct,1.0316408750004484,left,79.75498479199996,
unstable,stand,stim_set/hard-14.png,79.7926525419989,81.43174729199927,stand,incorrect,1.6492918750009267,left,84.45228766699984,
unstable,stand,stim_set/hard-vcom=3-142.png,84.49989920799999,85.87974012499944,stand,correct,1.38665008299904,left,88.89916354199886,
unstable,stand,stim_set/easy-vcom=1-12.png,88.94615812499978,91.57120170799863,stand,correct,2.6315432080009487,left,94.58826879200024,
unstable,stand,stim_set/hard-vcom=1-92.png,94.63655924999875,95.99650895800005,fall,correct,1.366064624999126,right,99.01280662499994,
unstable,stand,stim_set/easy-318.png,99.05889579199902,100.86316295799952,fall,correct,1.81062245800058,right,103.87957766699947,
unstable,stand,stim_set/easy-vcom=2-73.png,103.92200224999942,105.15490841700012,stand,incorrect,1.23883295899941,left,108.1707639999986,
unstable,stand,stim_set/hard-vcom=4-88.png,108.21337520799898,109.46319249999942,stand,correct,1.2558868750002148,left,112.48011137499998,
unstable,stand,stim_set/easy-542.png,112.5272189999996,113.59018649999962,fall,correct,1.0731319999995321,right,116.61087916699944,
stable,fall,stim_set/easy-239.png,120.33980533300019,122.48799504199997,fall,correct,2.154613958000482,right,125.50740945799953,
stable,fall,stim_set/hard-vcom=4-23.png,125.55175595800029,126.97981512499973,stand,correct,1.4341628339989256,left,129.99619862500003,
stable,fall,stim_set/hard-vcom=1-95.png,130.03951383299864,131.8070418749994,stand,correct,1.7773872090001532,left,134.82842820800033,
stable,fall,stim_set/easy-11.png,134.87200758299878,135.8653858329999,fall,correct,1.0035873750002793,right,138.88640195799962,
stable,fall,stim_set/easy-233.png,138.93426654199902,139.7714872079996,fall,correct,0.8432179579995136,right,142.78785604199948,
stable,fall,stim_set/hard-599.png,142.8255242919986,145.20491866699922,stand,correct,2.3849359590003587,left,148.2206822499993,
stable,fall,stim_set/hard-vcom=2-100.png,148.2649350419997,149.5568635419986,stand,correct,1.302717999999004,left,152.57758133300013,
stable,fall,stim_set/easy-vcom=3-106.png,152.6228965829996,153.89047237500017,stand,correct,1.2776955839999573,left,156.91177408299882,
stable,fall,stim_set/easy-vcom=1-87.png,156.9583927499989,160.39863866700034,stand,correct,3.4507875420003984,left,163.41926491699996,
stable,fall,stim_set/hard-369.png,163.45703854199928,165.17331037499935,fall,correct,1.7268951660007588,right,168.19437687499885,
stable,fall,stim_set/easy-228.png,168.23232341699986,169.38806837499942,fall,correct,1.1622558330000174,right,172.4048252499997,
stable,fall,stim_set/hard-410.png,172.45189049999863,175.29017016699981,fall,correct,2.8489515419987583,right,178.31150487499872,
stable,fall,stim_set/easy-122.png,178.35539962499934,181.62973437499932,fall,incorrect,3.2806314999997994,right,184.6463394579987,
stable,fall,stim_set/easy-195.png,184.6898868749995,185.6717179999996,fall,correct,0.98826091599949,right,188.68847149999965,
stable,fall,stim_set/hard-576.png,188.7263328329991,191.0404871669998,fall,incorrect,2.3248240829998394,right,194.06123412499983,
stable,fall,stim_set/hard-vcom=3-82.png,194.10791004199928,195.45721283300009,stand,correct,1.3597646660000464,left,198.47813504199985,
stable,fall,stim_set/easy-vcom=3-121.png,198.52463241700025,201.0800448329992,fall,correct,2.5615315830000327,right,204.09662054199907,
stable,fall,stim_set/hard-492.png,204.14190591700026,206.52173570800005,stand,correct,2.386091292000856,left,209.53843354200035,
