towers,bet,condition,iti,corr_choice,corr_key,difficulty,block_start,trial_start,stim_on,acc,trial_end,rt,part_choice,part_key,confidence,block_end,updated_score,condition_first,cue_on
stim_set/easy-280.png,none.png,unmotivated,3.0,stand,right,easy,,263.632751375,265.70809766699995,correct,271.881467833,2.02857041599998,stand,right,3.0,,,,
stim_set/hard-7.png,none.png,unmotivated,2.25,stand,right,hard,,271.88201033300004,274.033009167,incorrect,278.94709254199995,2.0993417500000082,fall,left,4.0,,,,
stim_set/easy-590.png,none.png,unmotivated,2.5,stand,right,easy,,278.94786212500003,281.77506774999995,correct,286.652647667,2.7751866249999466,stand,right,4.0,,,,
stim_set/hard-600.png,none.png,unmotivated,2.5,stand,right,hard,,286.653167125,289.49005483299993,incorrect,295.36630312499994,2.7905810409999963,fall,left,4.0,,,,
stim_set/easy-411.png,none.png,unmotivated,4.0,stand,right,easy,,295.36689245799994,297.74180120799997,correct,304.56105979200004,2.323081708000018,stand,right,3.0,304.561373875,,,
stim_set/hard-78.png,none.png,unmotivated,2.25,stand,right,hard,311.536287,311.53704670799993,313.35817820799997,incorrect,320.051857625,1.7717528339999262,fall,left,4.0,,,,
stim_set/hard-vcom=2-100.png,none.png,unmotivated,3.25,fall,left,hard,,320.052384167,322.199724792,correct,328.187337417,2.0999084580000726,fall,left,3.0,,,,
stim_set/easy-538.png,none.png,unmotivated,2.5,stand,right,easy,,328.187961333,329.57331575,correct,334.692650375,1.3340097500000638,stand,right,4.0,,,,
stim_set/hard-316.png,none.png,unmotivated,2.0,stand,right,hard,,334.69319804199995,336.40660516699995,incorrect,340.91286416699995,1.6618288340000618,fall,left,3.0,,,,
stim_set/hard-566.png,none.png,unmotivated,3.75,stand,right,hard,,340.913397917,344.01628766700003,incorrect,350.54273916700004,3.05094387500003,fall,left,2.0,,,,
stim_set/easy-164.png,none.png,unmotivated,4.0,stand,right,easy,,350.54327720799995,352.71483483299994,correct,359.10415479200003,2.1154562919999758,stand,right,3.0,,,,
stim_set/hard-382.png,none.png,unmotivated,2.75,stand,right,hard,,359.1047645,362.839866625,incorrect,368.126974333,3.688943833000053,fall,left,3.0,,,,
stim_set/easy-77.png,none.png,unmotivated,3.0,stand,right,easy,,368.12751070799993,371.189840208,correct,376.65691320800005,3.0099883749999212,stand,right,3.0,,,,
stim_set/hard-vcom=4-23.png,none.png,unmotivated,2.5,fall,left,hard,,376.65747241699995,377.74812125,correct,384.22107529199997,1.0382089579999274,fall,left,4.0,,,,
stim_set/hard-vcom=4-147.png,none.png,unmotivated,2.25,fall,left,hard,,384.22171895800005,385.57496816699995,correct,390.36345670800006,1.3009187080000402,fall,left,4.0,,,,
stim_set/hard-549.png,none.png,unmotivated,3.25,stand,right,hard,,390.364275417,393.40640366699995,correct,399.49021808300006,2.987843249999969,stand,right,3.0,,,,
stim_set/hard-2.png,none.png,unmotivated,2.75,stand,right,hard,,399.490762458,404.116373917,incorrect,411.143543542,4.575388915999952,fall,left,3.0,,,,
stim_set/hard-vcom=1-136.png,none.png,unmotivated,2.5,fall,left,hard,,411.14408525,412.45655983300003,correct,418.7655775,1.260081207999974,fall,left,4.0,,,,
stim_set/easy-vcom=2-3.png,none.png,unmotivated,4.0,fall,left,easy,,418.76614075,420.716628875,correct,429.01688366699995,1.9011107919999404,fall,left,3.0,,,,
stim_set/hard-334.png,none.png,unmotivated,2.0,stand,right,hard,,429.017526083,431.71659075,incorrect,437.01002445800003,2.6528679589999906,fall,left,4.0,,,,
stim_set/hard-570.png,none.png,unmotivated,2.25,stand,right,hard,,437.0105915,438.091792708,incorrect,443.13825020799993,1.0290242500000204,fall,left,4.0,,,,
stim_set/hard-49.png,none.png,unmotivated,2.25,stand,right,hard,,443.138756333,447.206363208,incorrect,451.826394792,4.010744334000037,fall,left,2.0,,,,
stim_set/easy-vcom=1-145.png,none.png,unmotivated,3.75,fall,left,easy,,451.82699008300006,453.349345042,correct,461.15901891699997,1.473286499999972,fall,left,3.0,,,,
stim_set/hard-599.png,none.png,unmotivated,3.0,stand,right,hard,,461.159643417,466.214768208,incorrect,472.144490833,5.009111209000025,fall,left,3.0,,,,
stim_set/hard-vcom=2-147.png,none.png,unmotivated,2.5,fall,left,hard,,472.145051,477.207903083,incorrect,482.315113,,,,,,,,
stim_set/hard-vcom=3-82.png,none.png,unmotivated,2.25,fall,left,hard,,482.31570149999993,483.456311375,correct,489.051122917,1.0850814169999694,fall,left,2.0,,,,
stim_set/hard-vcom=4-75.png,none.png,unmotivated,2.5,fall,left,hard,,489.05167070800013,491.799707417,incorrect,497.187387708,2.697084000000132,stand,right,3.0,,,,
stim_set/hard-14.png,none.png,unmotivated,3.25,stand,right,hard,,497.18786679199997,498.9580504170001,incorrect,505.5490474579999,1.7288011670000287,fall,left,3.0,,,,
stim_set/easy-vcom=1-73.png,none.png,unmotivated,2.5,fall,left,easy,,505.54973345800005,508.73137629200005,correct,514.8070372079999,3.13504095899998,fall,left,4.0,,,,
stim_set/easy-vcom=3-142.png,none.png,unmotivated,2.75,fall,left,easy,,514.807635375,517.5730179999999,incorrect,523.062320125,2.7099901670001145,stand,right,3.0,,,,
stim_set/easy-vcom=2-147.png,none.png,unmotivated,3.25,fall,left,easy,,523.0628264999999,524.5416713750002,correct,532.0346305420002,1.4294618330000048,fall,left,3.0,,,,
