towers,bet,condition,iti,corr_choice,corr_key,difficulty,block_start,trial_start,stim_on,acc,rt,part_choice,part_key,confidence,trial_end,block_end,updated_score,condition_first,cue_on
stim_set/easy-vcom=2-20.png,none.png,unmotivated,2.25,fall,left,easy,3.1249999778992787e-06,0.006301624999991873,2.968762124999955,correct,2.9160015410000137,fall,left,2.0,7.502743667000004,,215.0,competition,
stim_set/easy-vcom=4-19.png,none.png,unmotivated,3.25,fall,left,easy,,7.5042470419999745,9.668329374999985,incorrect,2.1141564160000144,stand,right,3.0,15.46457724999999,,410.0,,
stim_set/hard-vcom=2-137.png,none.png,unmotivated,3.0,fall,left,hard,,15.465160708999974,17.70163041699999,correct,2.1926253329999668,fall,left,2.0,23.00764541699999,,,,
stim_set/hard-vcom=3-34.png,none.png,unmotivated,2.0,fall,left,hard,,23.008255833999954,27.151846750000004,correct,4.09403958300004,fall,left,2.0,32.068170583999965,,,,
stim_set/hard-564.png,none.png,unmotivated,3.75,stand,right,hard,,32.068871709000014,33.75175795899997,correct,1.6346836669999902,stand,right,3.0,39.60335012499996,,,,
stim_set/hard-21.png,none.png,unmotivated,4.0,stand,right,hard,,39.60392824999997,41.30212845899996,incorrect,1.6528331659999935,fall,left,3.0,47.533416208999995,,,,
stim_set/hard-vcom=3-145.png,none.png,unmotivated,2.75,fall,left,hard,,47.53401287499997,49.46854454199996,correct,1.8954131670000152,fall,left,2.0,54.504447584,,,,
stim_set/easy-vcom=1-87.png,none.png,unmotivated,3.0,fall,left,easy,,54.505176334,59.58541166699996,incorrect,,,,,64.606689292,,,,
stim_set/hard-vcom=2-16.png,none.png,unmotivated,2.5,fall,left,hard,,64.60727691699998,66.43491037499996,incorrect,1.7783588749999808,stand,right,3.0,71.33281595899994,,,,
stim_set/hard-91.png,none.png,unmotivated,2.25,stand,right,hard,,71.333363125,73.253640125,incorrect,1.8713353329999904,fall,left,2.0,78.140151959,,,,
stim_set/hard-214.png,none.png,unmotivated,3.25,stand,right,hard,,78.14068904199995,80.36849712499998,incorrect,2.1785644170000182,fall,left,3.0,85.93831649999998,,,,
stim_set/hard-vcom=1-3.png,none.png,unmotivated,2.75,fall,left,hard,,85.93903362499998,87.35188283399998,correct,1.3664903340000478,fall,left,4.0,93.24386854199994,,,,
stim_set/hard-441.png,none.png,unmotivated,2.5,stand,right,hard,,93.244480292,95.85178191699998,incorrect,2.564148624999973,fall,left,2.0,100.79908074999996,,,,
stim_set/easy-344.png,none.png,unmotivated,4.0,stand,right,easy,,100.799625209,102.31895120899998,correct,1.4749248329999889,stand,right,3.0,108.688548917,,,,
stim_set/hard-177.png,none.png,unmotivated,2.0,stand,right,hard,,108.68931399999997,111.48519987499998,incorrect,2.756462250000027,fall,left,2.0,115.90168983399995,,,,
stim_set/hard-321.png,none.png,unmotivated,2.25,stand,right,hard,,115.90244270899996,118.151985959,incorrect,2.205269457999975,fall,left,4.0,122.785339917,,,,
stim_set/easy-vcom=4-69.png,none.png,unmotivated,2.25,fall,left,easy,,122.786140375,125.13580520899995,incorrect,2.3006431659999858,stand,right,3.0,1226.828395917,,,,
stim_set/hard-vcom=1-30.png,none.png,unmotivated,3.75,fall,left,hard,,1226.829036584,1228.144968875,correct,1.2722476670001015,fall,left,4.0,1234.225936875,,,,
stim_set/hard-vcom=2-110.png,none.png,unmotivated,3.0,fall,left,hard,,1234.226510375,1238.16217975,correct,3.8913988340000287,fall,left,3.0,1849.4537999170002,,,,
stim_set/easy-vcom=3-38.png,none.png,unmotivated,2.5,fall,left,easy,,1849.454349459,1854.522921375,incorrect,,,,,1863.712373375,,,,
