towers,bet,condition,iti,corr_choice,corr_key,difficulty,block_start,trial_start,stim_on,acc,rt,part_choice,part_key,confidence,trial_end,block_end,updated_score,condition_first,cue_on,condition_second
stim_set/easy-vcom=3-142.png,none.png,unmotivated,2.75,fall,left,easy,3.166000169585459e-06,0.006617125000047963,2.800498583001172,correct,2.735748416000206,fall,left,3.0,8.179807000000437,,220.0,competition,,cooperation
stim_set/hard-vcom=4-75.png,none.png,unmotivated,2.5,fall,left,hard,,8.181076916000166,9.975539833001676,correct,1.7386600419995375,fall,left,5.0,16.176649125000036,,465.0,,,
stim_set/hard-391.png,none.png,unmotivated,2.25,stand,right,hard,,16.177285416000814,17.417578458000207,incorrect,1.1873367500011227,fall,left,5.0,22.134444041001192,,685.0,,,
stim_set/hard-564.png,none.png,unmotivated,3.75,stand,right,hard,,22.13502320800035,23.43561304100149,incorrect,1.2501663749990255,fall,left,5.0,29.69003995800085,,,,,
stim_set/hard-244.png,none.png,unmotivated,3.25,stand,right,hard,,29.6907632500006,33.54377958300029,incorrect,3.8014434579999934,fall,left,4.0,39.805707791001616,,,,,
stim_set/hard-334.png,none.png,unmotivated,2.0,stand,right,hard,,39.80624833300135,41.77738908300125,incorrect,1.9251924170002888,fall,left,5.0,46.43649025000013,,,,,
stim_set/easy-vcom=1-87.png,none.png,unmotivated,3.0,fall,left,easy,,46.437261500001114,51.00059279100061,incorrect,4.5072926659995565,stand,right,2.0,56.715881583000744,,,,,
stim_set/easy-vcom=2-20.png,none.png,unmotivated,2.25,fall,left,easy,,56.716692125000925,57.61073670800032,correct,0.8469150830005674,fall,left,5.0,62.343376500000886,,,,,
stim_set/hard-599.png,none.png,unmotivated,3.0,stand,right,hard,,62.343982041000345,65.72581429100137,incorrect,3.3359795420001315,fall,left,4.0,71.3319297500002,,,,,
stim_set/easy-vcom=1-73.png,none.png,unmotivated,2.5,fall,left,easy,,71.33249591599997,75.55226025000047,incorrect,4.178504999999859,stand,right,3.0,80.53661333300079,,,,,
stim_set/easy-344.png,none.png,unmotivated,4.0,stand,right,easy,,80.5373451250016,81.86047295800017,correct,1.2769133749989123,stand,right,4.0,88.3408515830015,,,,,
stim_set/easy-538.png,none.png,unmotivated,2.5,stand,right,easy,,88.34140954100077,89.82578929100053,correct,1.4334745000014664,stand,right,5.0,96.05731062500126,,,,,
