towers,bet,condition,iti,corr_choice,corr_key,difficulty,block_start,trial_start,stim_on,acc,rt,part_choice,part_key,confidence,trial_end,block_end,updated_score,condition_first,cue_on
stim_set/easy-vcom=2-20.png,none.png,unmotivated,2.25,fall,left,easy,4.04199818149209e-06,0.0028173749997222326,1.541954332999012,correct,1.4837263330009591,fall,left,4.0,6.751877374998004,,255.0,competition,
stim_set/easy-vcom=4-19.png,none.png,unmotivated,3.25,fall,left,easy,,6.753111874997558,8.341882791999524,incorrect,1.532353165999666,stand,right,4.0,15.126926375000037,,465.0,,
stim_set/hard-vcom=2-137.png,none.png,unmotivated,3.0,fall,left,hard,,15.127517000000806,16.576723124999262,correct,1.4037442919980094,fall,left,4.0,23.164418666998248,,,,
stim_set/hard-vcom=3-34.png,none.png,unmotivated,2.0,fall,left,hard,,23.16492662499877,24.333414582997648,correct,1.1113136670028323,fall,left,4.0,29.43551054199997,,,,
stim_set/hard-564.png,none.png,unmotivated,3.75,stand,right,hard,,29.436231957999553,30.52511600000071,incorrect,1.032878250000067,fall,left,4.0,37.68410824999955,,,,
stim_set/hard-21.png,none.png,unmotivated,4.0,stand,right,hard,,37.68464662499901,40.25011962499775,correct,2.5130360830007703,stand,right,3.0,47.78014729200004,,,,
stim_set/hard-vcom=3-145.png,none.png,unmotivated,2.75,fall,left,hard,,47.78067637499771,49.7668950829975,incorrect,1.9392805830029831,stand,right,3.0,56.305818500000896,,,,
stim_set/easy-vcom=1-87.png,none.png,unmotivated,3.0,fall,left,easy,,56.30647945799865,59.67508974999872,correct,3.3134374580004082,fall,left,3.0,65.55450270800065,,,,
stim_set/hard-vcom=2-16.png,none.png,unmotivated,2.5,fall,left,hard,,65.55513054199764,67.78509858300093,correct,2.177774625000893,fall,left,4.0,73.03125116699813,,,,
stim_set/hard-91.png,none.png,unmotivated,2.25,stand,right,hard,,73.03178783299882,75.47494879199803,correct,2.389324542000395,stand,right,3.0,82.14534862499931,,,,
