towers,bet,condition,iti,corr_choice,corr_key,difficulty,block_start,trial_start,stim_on,acc,rt,part_choice,part_key,confidence,trial_end,block_end,updated_score,condition_first,cue_on
stim_set/hard-600.png,none.png,unmotivated,2.5,stand,right,hard,3.957997250836343e-06,0.0027983749969280325,1.4145392909995282,incorrect,1.36115266699926,fall,left,4.0,7.346632207998482,,245.0,competition,
stim_set/hard-vcom=4-147.png,none.png,unmotivated,2.25,fall,left,hard,,7.347871582998778,8.589473915999406,correct,1.1843337079990306,fall,left,3.0,14.119146332996024,,460.0,,
stim_set/easy-vcom=1-12.png,none.png,unmotivated,2.0,fall,left,easy,,14.119743165996626,16.07441191600083,correct,1.9034207919976325,fall,left,3.0,21.036409125001224,,,,
stim_set/hard-492.png,none.png,unmotivated,2.0,stand,right,hard,,21.03701295799692,23.13101050000114,correct,2.0392126669976283,stand,right,2.0,28.668294832998072,,,,
stim_set/hard-vcom=2-137.png,none.png,unmotivated,3.0,fall,left,hard,,28.66887391599448,31.841159582996625,correct,3.126827416002925,fall,left,3.0,38.42114720799873,,,,
stim_set/easy-vcom=2-147.png,none.png,unmotivated,3.25,fall,left,easy,,38.421685124994845,40.22469341599936,correct,1.7535882079973817,fall,left,3.0,45.69347620799818,,,,
stim_set/easy-vcom=1-73.png,none.png,unmotivated,2.5,fall,left,easy,,45.69403824999608,46.85781233300077,incorrect,1.1220494590015733,stand,right,4.0,52.51193762500043,,,,
stim_set/easy-344.png,none.png,unmotivated,4.0,stand,right,easy,,52.512487707994296,53.922686207995866,correct,1.358581624997896,stand,right,4.0,60.812268665999,,,,
stim_set/easy-vcom=4-126.png,none.png,unmotivated,2.5,fall,left,easy,,60.81289212499542,61.93066591599927,incorrect,1.0614296669955363,stand,right,5.0,67.96093420800025,,,,
stim_set/hard-vcom=2-147.png,none.png,unmotivated,2.5,fall,left,hard,,67.96145908299513,69.40800329099875,correct,1.4045509159986975,fall,left,3.0,74.35233387499466,,,,
stim_set/hard-132.png,none.png,unmotivated,3.75,stand,right,hard,,74.35289062499942,76.66424954099784,correct,2.25900008300232,stand,right,2.0,83.27350216599734,,,,
stim_set/hard-vcom=3-7.png,none.png,unmotivated,2.75,fall,left,hard,,83.27402141600031,87.1307568330012,correct,3.8055178330032495,fall,left,2.0,92.6255157080013,,,,
stim_set/hard-391.png,none.png,unmotivated,2.25,stand,right,hard,,92.6262484580002,95.91422437499568,incorrect,3.236115959000017,fall,left,1.0,101.71051216599881,,,,
