0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.51269287733911e-253,4.74679037231488e-119,3.19038033820848e-95,2.8875657217895e-87,9.08143292983385e-84,5.65774001330463e-82,2.87746741015987e-81,4.82009653031914e-81,7.88656619509618e-81,1.26039614109957e-80,1.96749243730991e-80,2.99989444222589e-80,4.46771817607008e-80,6.49908865748966e-80,9.23434397498384e-80,1.28158238343302e-79,1.73729634142893e-79,2.3003195796291e-79,2.97501624729235e-79,3.75817849029434e-79,4.63716295917675e-79,5.58874389663326e-79,6.57904646910424e-79,7.56481991966733e-79,8.49612961306531e-79,9.32031432650612e-79,9.98681221881268e-79,1.04522575782915e-78,1.06851400347523e-78,1.0669331957557e-78,1.04059355556032e-78,9.91315578483749e-79,9.22421942162393e-79,8.3836707523619e-79,7.44261746878866e-79,6.45363020598144e-79,5.46599651166638e-79,4.52190588028866e-79,3.6539330188356e-79,2.88394212101231e-79,2.22330678400014e-79,1.67416840284123e-79,9.04341624533044e-80,2.00908234599694e-80,9.0129283519903e-82,5.59784455754142e-85,6.27865433795053e-95,1.04408771343131e-152,0
0,4.74679037231677e-119,5.7089946714431e-61,1.91854526133508e-37,1.73644673833581e-29,5.46114828536347e-26,3.40229977046768e-24,1.73037408684264e-23,2.89858022464309e-23,4.74261141237583e-23,7.57943187823617e-23,1.18315777185148e-22,1.80399596803865e-22,2.68667639184764e-22,3.90824742664536e-22,5.55310182380689e-22,7.70683601356003e-22,1.04472862481808e-21,1.38330442179561e-21,1.78903538718605e-21,2.25999246781166e-21,2.78857254566791e-21,3.36080873847219e-21,3.95633030840793e-21,4.54912827662438e-21,5.1091742929898e-21,5.60480036537364e-21,6.00560097138931e-21,6.28549800377258e-21,6.42554260219873e-21,6.41603636520528e-21,6.25764210958333e-21,5.96130744290997e-21,5.54701339176657e-21,5.04154680302767e-21,4.47564144803251e-21,3.88091084370432e-21,3.28699421205064e-21,2.71926233839024e-21,2.19730412533173e-21,1.73426767459949e-21,1.3369925346684e-21,1.00676644018924e-21,5.43828683244137e-22,1.20816799438676e-22,5.41995284178979e-24,3.36628144956281e-27,3.7756885545502e-37,6.27865433795463e-95,0
0,3.19038033821065e-95,1.91854526133513e-37,3.42102545274618e-27,1.54818713016418e-19,4.86898329103527e-16,3.03338014829429e-14,1.54274541570404e-13,2.58428011870275e-13,4.22835851595874e-13,6.75757563248761e-13,1.05486509466131e-12,1.60838429358352e-12,2.3953535297297e-12,3.48446664260778e-12,4.95096547202266e-12,6.87116501880162e-12,9.31446156081447e-12,1.23330935486671e-11,1.59504592360239e-11,2.01493598104415e-11,2.48620083378867e-11,2.99638806261362e-11,3.52733577841413e-11,4.0558552192578e-11,4.55517408214791e-11,4.99705821246401e-11,5.35439903266063e-11,5.60394614815413e-11,5.72880536969238e-11,5.72032991710299e-11,5.57911073633851e-11,5.31490835922563e-11,4.94553722097317e-11,4.49487960541414e-11,3.99033674621449e-11,3.46009422966787e-11,2.9305774247581e-11,2.42440610076541e-11,1.95904508788296e-11,1.54621680714499e-11,1.19201917812856e-11,8.97600303280021e-12,4.84860014722233e-12,1.07716339647744e-12,4.83225415582455e-14,3.00126735400771e-17,3.36628144956322e-27,5.59784455754571e-85,0
0,2.88756572179163e-87,1.73644673833597e-29,1.54818713016413e-19,4.98529436317985e-16,7.8949727116908e-13,4.88645907585991e-11,2.48439298160344e-10,4.1614898885404e-10,6.80875588493143e-10,1.08811884920102e-09,1.69853297500564e-09,2.58976441020376e-09,3.85686823319008e-09,5.61044525037376e-09,7.97163881861292e-09,1.10633200696333e-08,1.49972205389859e-08,1.98574466200594e-08,2.56816702484942e-08,3.24421996080802e-08,4.00298928775328e-08,4.82442576862098e-08,5.67928755581526e-08,6.53023921131864e-08,7.33417556072288e-08,8.04563775021519e-08,8.62097917768361e-08,9.02276517183547e-08,9.22379497864804e-08,9.21014673055196e-08,8.98277192757755e-08,8.55738572987059e-08,7.9626706345878e-08,7.23707879237697e-08,6.42472810484579e-08,5.57099933361627e-08,4.71843916565265e-08,3.90346700478281e-08,3.15420244080929e-08,2.4895193814576e-08,1.91923589203854e-08,1.44520048466852e-08,7.80659165524463e-09,1.73430977407513e-09,7.78027328873018e-11,4.83225415582474e-14,5.4199528417906e-24,9.01292835199748e-82,0
0,9.08143292984082e-84,5.46114828536421e-26,4.86898329103534e-16,7.89497271169067e-13,3.49498348481412e-11,1.1673480305415e-09,5.68257568712915e-09,9.46843721299773e-09,1.54265431681395e-08,2.45709488837627e-08,3.82527220201292e-08,5.82008002419674e-08,8.65312541090763e-08,1.25705855450342e-07,1.78420768303461e-07,2.47410387199118e-07,3.35160918977841e-07,4.43543342057952e-07,5.73394536372525e-07,7.2409564818776e-07,8.93213689275951e-07,1.07628085370697e-06,1.26678152854213e-06,1.45639697304864e-06,1.63552292932154e-06,1.79403065935024e-06,1.92219516078291e-06,2.01167556275407e-06,2.05641143907074e-06,2.05330145588273e-06,2.00255880508784e-06,1.90768684835992e-06,1.77507885761238e-06,1.61330540502504e-06,1.43219974553653e-06,1.2418765282332e-06,1.05181867260839e-06,8.70143363817973e-07,7.03117821347404e-07,5.54948473101704e-07,4.27823268619554e-07,3.22153806680681e-07,1.74018131548407e-07,3.86597088137235e-08,1.73430977407516e-09,1.07716339647749e-12,1.20816799438697e-22,2.00908234599859e-80,0
0,5.65774001330929e-82,3.40229977046821e-24,3.03338014829442e-14,4.88645907585993e-11,1.16734803054149e-09,9.80095777203745e-09,3.3995367082325e-08,5.37972339847668e-08,8.39374838487177e-08,1.28969885091255e-07,1.94918775423554e-07,2.89456646812457e-07,4.21944734633733e-07,6.03252031419193e-07,8.45266907468672e-07,1.16003331361935e-06,1.55848539630722e-06,2.04882099084123e-06,2.63464007576729e-06,3.31306550304576e-06,4.07314020168257e-06,4.89483446259964e-06,5.74897818434065e-06,6.59834450621648e-06,7.39995628862502e-06,8.10848612118344e-06,8.68041020812131e-06,9.07840149719741e-06,9.27535069098187e-06,9.25741462073613e-06,9.02561648226604e-06,8.59574196907999e-06,7.99654696567588e-06,7.26656092384617e-06,6.4499808792604e-06,5.59226401028903e-06,4.73602491795235e-06,3.91773680814143e-06,3.16555475085276e-06,2.49836778139679e-06,1.92598912097254e-06,1.45024498738461e-06,7.83330531874516e-07,1.74018131548409e-07,7.80659165524485e-09,4.84860014722266e-12,5.43828683244233e-22,9.04341624533789e-80,0
0,2.87746741016232e-81,1.73037408684301e-23,1.54274541570419e-13,2.48439298160358e-10,5.68257568712937e-09,3.39953670823262e-08,9.22789332031738e-08,1.38562555016761e-07,2.05939492632283e-07,3.0280240557234e-07,4.40104532646022e-07,6.31666390173447e-07,8.94247058227795e-07,1.24722833449696e-06,1.7117547319763e-06,2.30920123727808e-06,3.05891394672742e-06,3.97528838582901e-06,5.06440664045707e-06,6.32062327525716e-06,7.72363462072103e-06,9.23664323042345e-06,1.08062000745113e-05,1.23641487945659e-05,1.38318139239608e-05,1.51262058396834e-05,1.61676260806155e-05,1.68877307931417e-05,1.7236927468728e-05,1.71899959503977e-05,1.67490520484814e-05,1.59433753594968e-05,1.48261239097574e-05,1.34684548207816e-05,1.19519612729543e-05,1.03605466751296e-05,8.77285560450575e-06,7.25618474704358e-06,5.86246335084438e-06,4.62650220494537e-06,3.56634494091454e-06,2.68527996917995e-06,1.45024498738463e-06,3.2215380668069e-07,1.44520048466859e-08,8.97600303280095e-12,1.00676644018944e-21,1.67416840284265e-79,0
0,4.82009653032324e-81,2.89858022464368e-23,2.58428011870299e-13,4.16148988854063e-10,9.46843721299809e-09,5.37972339847685e-08,1.38562555016761e-07,2.05280709226703e-07,3.01077535256825e-07,4.37078055698163e-07,6.27719441904717e-07,8.91146273159103e-07,1.24930310149733e-06,1.7275254879242e-06,2.35342198933844e-06,3.15487582629423e-06,4.15708983442314e-06,5.37875524554273e-06,6.8276312544553e-06,8.49604653222557e-06,1.03570271265755e-05,1.23618600646745e-05,1.44398661152172e-05,1.65009480278448e-05,1.84411079464625e-05,2.01506388697895e-05,2.1524178398226e-05,2.24713791868569e-05,2.29267061094154e-05,2.28568888129999e-05,2.22648580572862e-05,2.11895280285073e-05,1.97014511909304e-05,1.7895031468684e-05,1.58785013275314e-05,1.37631488872256e-05,1.165328041887e-05,9.63814380179209e-06,7.7865960834025e-06,6.14478017585965e-06,4.73659092547775e-06,3.56634494091454e-06,1.92598912097257e-06,4.27823268619565e-07,1.91923589203863e-08,1.19201917812865e-11,1.33699253466867e-21,2.22330678400209e-79,0
0,7.88656619510289e-81,4.74261141237679e-23,4.22835851595912e-13,6.80875588493179e-10,1.54265431681401e-08,8.39374838487201e-08,2.05939492632283e-07,3.01077535256825e-07,4.35679879144668e-07,6.24143728462924e-07,8.85018107114843e-07,1.24149686898238e-06,1.72153532537409e-06,2.3573369118481e-06,3.18394236005222e-06,4.23669729170884e-06,5.54749338989106e-06,7.13987860157893e-06,9.02339762500966e-06,1.11878147190748e-05,1.35981236156055e-05,1.61913891582199e-05,1.88764236316353e-05,2.15370369758266e-05,2.40391207217058e-05,2.6241193694407e-05,2.80073676025552e-05,2.92211261789631e-05,2.97979913462299e-05,2.96951703025527e-05,2.89166625517442e-05,2.75129954854465e-05,2.55756172810042e-05,2.32268306240143e-05,2.06068256765868e-05,1.78597360161796e-05,1.51206419119021e-05,1.25051098933684e-05,1.01022848964686e-05,7.97187998950508e-06,6.14478017585964e-06,4.62650220494536e-06,2.49836778139682e-06,5.54948473101718e-07,2.48951938145771e-08,1.54621680714512e-11,1.73426767459983e-21,2.88394212101476e-79,0
