towers,bet,condition,iti,corr_choice,corr_key,difficulty,block_start,trial_start,stim_on,acc,trial_end,rt,part_choice,part_key,confidence,block_end,updated_score,condition_first,cue_on,condition_second
stim_set/hard-91.png,fall.png,cooperation,3.75,stand,right,hard,,913.5718795830037,919.8212467080012,incorrect,925.9237684999972,1.2076790000064648,fall,left,4.0,,,,914.5821220419966,
stim_set/hard-182.png,stand.png,cooperation,2.75,stand,right,hard,,925.924321874998,932.5061723749968,incorrect,937.651464167,1.5528109169972597,fall,left,4.0,,,,926.934795125002,
stim_set/hard-177.png,stand.png,cooperation,2.0,stand,right,hard,,937.6521206250037,943.9956929580003,incorrect,948.9890203750036,1.3093993340007728,fall,left,4.0,,,,938.6627777500033,
stim_set/hard-132.png,fall.png,cooperation,3.0,stand,right,hard,,948.989610208002,955.0227588330016,incorrect,960.3097853330037,0.9972968750007568,fall,left,5.0,,,,949.9998227500037,
stim_set/hard-vcom=2-110.png,fall.png,cooperation,2.5,fall,left,hard,,960.310376583002,967.3227344580008,correct,972.0171981250024,1.9784979579999344,fall,left,3.0,,,,961.3204156670037,
stim_set/hard-214.png,fall.png,cooperation,3.25,stand,right,hard,,972.0178921670012,978.4456750419997,incorrect,984.0309319579974,1.3838442080013922,fall,left,5.0,,,,973.0283540419988,
stim_set/hard-334.png,stand.png,cooperation,2.75,stand,right,hard,,984.0314851669972,990.3642347499989,incorrect,995.4589831249978,1.2985592499971972,fall,left,5.0,,,,985.0420972080028,
stim_set/hard-vcom=1-130.png,fall.png,cooperation,2.5,fall,left,hard,,995.4595997080032,1001.7975507500014,correct,1006.7049048330008,1.3030586669992772,fall,left,5.0,,,,996.4699442080017,
stim_set/hard-7.png,stand.png,cooperation,2.75,stand,right,hard,,1006.7055131669986,1013.386998791997,incorrect,1018.7308719170031,1.63693074999901,fall,left,5.0,,,,1007.7162895,
stim_set/hard-vcom=4-147.png,fall.png,cooperation,3.25,fall,left,hard,,1018.7314100419973,1025.1224125419976,correct,1030.750388792003,1.3509187090021442,fall,left,5.0,1030.7507259580016,,,1019.7419631669983,
stim_set/easy-vcom=4-126.png,stand.png,competition,3.0,fall,left,easy,0.00011866699787788093,0.0007313750029425137,7.082519292001962,incorrect,14.003855374998238,2.034468875004677,stand,right,4,,,,1.0128988750002463,
stim_set/easy-280.png,stand.png,competition,3.75,stand,right,easy,,14.004402250000567,20.482322000003478,correct,27.03291395799897,1.437435915999231,stand,right,5,,,,15.015225750001264,
stim_set/hard-321.png,fall.png,competition,3.0,stand,right,hard,,27.033619374997215,33.68228616700071,incorrect,39.13887166699715,1.6086997919992427,fall,left,5,,,,28.044604667004023,
stim_set/hard-vcom=2-147.png,stand.png,competition,2.0,fall,left,hard,,39.13960358300392,45.58206395799789,correct,49.96309983300307,1.4081745830044383,fall,left,5,,,,40.150297708001744,
stim_set/hard-2.png,fall.png,competition,2.75,stand,right,hard,,49.96359154200036,57.04034900000261,incorrect,62.15244704199722,2.0345593339952757,fall,left,4,,,,50.973510333002196,
stim_set/easy-vcom=2-3.png,fall.png,competition,2.5,fall,left,easy,,62.15301612499752,68.90689774999919,correct,74.43881579200388,1.7120226249971893,fall,left,3,,,,63.16326829200261,
stim_set/hard-21.png,stand.png,competition,2.25,stand,right,hard,,74.43944120800006,80.7751427080002,incorrect,88.61351550000109,1.3005353749977075,fall,left,3,,,,75.45012608300021,
stim_set/easy-vcom=1-12.png,fall.png,competition,2.75,fall,left,easy,,88.61424524999893,94.9837079170029,correct,100.69568499999878,1.3303180420043645,fall,left,5,,,,89.62470745800238,
stim_set/easy-vcom=2-147.png,stand.png,competition,2.5,fall,left,easy,,100.69621595799981,107.69146908300172,correct,113.48732775000099,1.9579033330010134,fall,left,4,,,,101.70695941700251,
stim_set/hard-367.png,fall.png,competition,3.0,stand,right,hard,,113.48792649999814,121.32449387499946,incorrect,127.21830666700407,2.801695458998438,fall,left,3,,,,114.49818445800338,
stim_set/hard-vcom=4-80.png,stand.png,competition,2.5,fall,left,hard,,127.21885925000242,134.2082910829995,correct,139.022108707999,1.9498390419976204,fall,left,4,,,,128.22935945800418,
stim_set/hard-82.png,stand.png,competition,2.25,stand,right,hard,,139.02280920799967,147.347825249999,correct,152.5313857919973,3.282537458995648,stand,right,4,,,,140.03334204199928,
stim_set/easy-vcom=4-19.png,fall.png,competition,2.0,fall,left,easy,,152.5319464580025,159.0493853329972,incorrect,163.4339931249997,1.4793380839983001,stand,right,3,,,,153.5418546669971,
stim_set/hard-7.png,fall.png,competition,2.0,stand,right,hard,,163.434541583003,169.5830607079988,incorrect,174.1453250830018,1.1088840829979745,fall,left,5,,,,164.4443394580012,
stim_set/easy-vcom=3-142.png,stand.png,competition,2.5,fall,left,easy,,174.14588266699866,181.95814558299753,correct,187.5810450420031,2.7746572920004837,fall,left,2,,,,175.1564195000028,
stim_set/easy-vcom=3-74.png,fall.png,competition,2.25,fall,left,easy,,187.58159512500424,194.31431025000347,correct,198.86812725000345,1.6892953749993467,fall,left,3,,,,188.59177445800015,
stim_set/hard-vcom=2-16.png,stand.png,competition,2.25,fall,left,hard,,198.86884091699903,207.15789362500072,incorrect,211.8837236670006,3.247872624997399,stand,right,4,,,,199.87980224999774,
stim_set/hard-vcom=4-139.png,fall.png,competition,2.5,fall,left,hard,,211.88426299999992,220.33087595800316,incorrect,225.43696441700013,3.4073776670047664,stand,right,2,,,,212.89445854200312,
stim_set/hard-vcom=4-147.png,fall.png,competition,2.5,fall,left,hard,,225.43747370799974,232.38302804200066,correct,237.6125916250021,1.9048795829949086,fall,left,3,,,,226.44782004199806,
stim_set/easy-vcom=1-87.png,stand.png,competition,2.5,fall,left,easy,,237.61315745799948,244.5888745830016,correct,249.54882304200146,1.9324280000000726,fall,left,3,,,,238.62337820800167,
stim_set/easy-vcom=4-69.png,fall.png,competition,3.0,fall,left,easy,,249.5493730829985,255.85529762499937,incorrect,261.0651914580012,1.263502542002243,stand,right,3,,,,250.55964150000364,
stim_set/hard-316.png,fall.png,competition,3.75,stand,right,hard,,261.06580295800086,267.2387800420038,incorrect,273.56694654199964,1.1332353329999023,fall,left,3,,,,262.076136458003,
stim_set/easy-13.png,stand.png,competition,2.25,stand,right,easy,,273.5674870419971,279.7822039579987,correct,284.45904520800104,1.1752515839980333,stand,right,4,,,,274.57788533299754,
stim_set/hard-182.png,stand.png,competition,2.25,stand,right,hard,,284.45957216699753,290.682138917,incorrect,296.18116670800373,1.193200625006284,fall,left,4,,,,285.4701302500034,
stim_set/hard-vcom=4-92.png,fall.png,competition,3.75,fall,left,hard,,296.1817854999972,302.473302917002,correct,308.5507175419989,1.2518994160054717,fall,left,5,,,,297.19254912500037,
stim_set/hard-564.png,stand.png,competition,4.0,stand,right,hard,,308.5512987080001,315.68027562500356,incorrect,322.0650281249982,2.0865547920038807,fall,left,4,,,,309.56167245800316,
stim_set/hard-vcom=1-3.png,stand.png,competition,2.5,fall,left,hard,,322.06567604200245,328.3217687080032,correct,333.236612875,1.2143525420033257,fall,left,5,,,,323.076679333004,
stim_set/easy-164.png,fall.png,competition,2.5,stand,right,easy,,333.2372381669993,339.86331933300244,correct,344.93214433299727,1.581679916002031,stand,right,5,,,,334.24776608299726,
stim_set/hard-vcom=1-50.png,fall.png,competition,3.75,fall,left,hard,,344.93265862500266,351.4132830419985,correct,359.59212000000116,1.4364907499984838,fall,left,4,,,,345.94300812500296,
stim_set/hard-vcom=1-95.png,fall.png,competition,2.25,fall,left,hard,,359.5928592920027,369.18160866700055,correct,374.26596312499896,4.554096334002679,fall,left,3,,,,360.6033327499972,
stim_set/hard-280.png,fall.png,competition,2.5,stand,right,hard,,374.266464291999,383.3560521670006,correct,388.5408200419988,4.05051233300037,stand,right,2,,,,375.27717895800015,
stim_set/hard-14.png,stand.png,competition,4.0,stand,right,hard,,388.54136624999956,396.2381172079986,incorrect,402.5443800830035,2.66268629199476,fall,left,4,,,,389.5517811669997,
stim_set/hard-78.png,fall.png,competition,2.5,stand,right,hard,,402.5449059579987,408.6727670420005,incorrect,413.58786529200006,1.0910727919981582,fall,left,5,,,,403.5548780829995,
stim_set/hard-91.png,fall.png,competition,2.0,stand,right,hard,,413.58859875000053,421.14798041700124,incorrect,425.4407224579991,2.522075417000451,fall,left,4,,,,414.5987791669977,
stim_set/hard-vcom=1-30.png,stand.png,competition,2.75,fall,left,hard,,425.4413623750006,432.0476956670027,correct,437.1897859169985,1.5728874589985935,fall,left,5,,,,426.4521058750033,
stim_set/hard-vcom=2-137.png,fall.png,competition,3.0,fall,left,hard,,437.1903509170006,444.3875395830037,correct,449.51957095800026,2.159830000004149,fall,left,4,,,,438.200568500004,
stim_set/hard-vcom=1-130.png,fall.png,competition,3.25,fall,left,hard,,449.5201199170042,455.94587712499924,correct,461.4813076249993,1.3870655830032774,fall,left,3,,,,450.530197125001,
stim_set/hard-vcom=4-23.png,stand.png,competition,3.25,fall,left,hard,,461.48187066699757,469.6625685830004,incorrect,475.19413808300305,3.1409516670028097,stand,right,3,,,,462.49251404200186,
stim_set/hard-vcom=3-34.png,stand.png,competition,2.5,fall,left,hard,,475.1947029170042,481.8294001250033,correct,486.6119133750035,1.5902139579993673,fall,left,4,,,,476.205171374997,
stim_set/hard-441.png,fall.png,competition,4.0,stand,right,hard,,486.6125013749988,494.06250620799983,correct,501.4335557919985,2.411464083001192,stand,right,3,501.43396295799903,,,487.62322074999975,
stim_set/hard-244.png,stand.png,competition,4.0,stand,right,hard,524.9112302499998,524.912002750003,531.6955382500018,correct,538.4877056670011,1.7376586669997778,stand,right,4,,,,525.9240853329975,
stim_set/hard-vcom=3-7.png,stand.png,competition,2.25,fall,left,hard,,538.4882336250012,544.787021832999,correct,550.2499909170001,1.2585392920009326,fall,left,4,,,,539.498561417,
stim_set/easy-411.png,stand.png,competition,2.25,stand,right,easy,,550.2505096250025,556.8534386669999,correct,561.5933665420016,1.55890504099807,stand,right,4,,,,551.2613721250018,
stim_set/hard-vcom=2-20.png,fall.png,competition,3.75,fall,left,hard,,561.5939777079984,568.0703084580018,correct,574.958318500001,1.4326199579954846,fall,left,4,,,,562.604593582997,
stim_set/easy-vcom=2-94.png,stand.png,competition,4.0,fall,left,easy,,574.9589083750034,582.8717987499986,correct,589.2469891250003,2.878104583003733,fall,left,3,,,,575.9693947920023,
stim_set/hard-vcom=3-110.png,fall.png,competition,2.5,fall,left,hard,,589.2475515000042,595.4301290829972,correct,600.5712844169975,1.1530164589930791,fall,left,5,,,,590.2584924170005,
stim_set/hard-vcom=1-136.png,fall.png,competition,3.25,fall,left,hard,,600.5718459170021,606.9198470420015,correct,612.9135118330014,1.308227250003256,fall,left,5,,,,601.5819583749981,
stim_set/hard-vcom=2-100.png,stand.png,competition,2.75,fall,left,hard,,612.9140456669993,619.8198821249971,correct,624.9079841670027,1.8645631670005969,fall,left,5,,,,613.9245521670018,
stim_set/easy-vcom=3-15.png,stand.png,competition,3.0,fall,left,easy,,624.9084943330017,633.8615242919986,correct,639.2546595000022,3.9125877910046256,fall,left,3,,,,625.9192475419986,
stim_set/easy-590.png,fall.png,competition,4.0,stand,right,easy,,639.2552451250012,645.7278453750041,correct,652.3109715000028,1.4286706669954583,stand,right,5,,,,640.2651226250018,
stim_set/hard-600.png,stand.png,competition,2.25,stand,right,hard,,652.3117487499985,658.211373332997,incorrect,662.8487813329994,0.8652754159993492,fall,left,4,,,,653.3226094580023,
stim_set/hard-40.png,fall.png,competition,2.25,stand,right,hard,,662.8493679579988,668.788196417001,incorrect,673.3517246670017,0.9008881249974365,fall,left,5,,,,663.8595992080009,
stim_set/easy-vcom=1-73.png,stand.png,competition,4.0,fall,left,easy,,673.3522609580032,680.5794900000037,correct,687.8626896249989,2.198346124998352,fall,left,4,,,,674.3627590000033,
stim_set/hard-492.png,fall.png,competition,2.25,stand,right,hard,,687.8632599999983,694.169358207997,incorrect,699.8649579170014,1.264614583000366,fall,left,5,,,,688.8740328749991,
stim_set/hard-382.png,stand.png,competition,2.0,stand,right,hard,,699.8654869169986,706.9128058330025,correct,711.2298674170015,2.0177028750040336,stand,right,4,,,,700.8764420419975,
stim_set/hard-vcom=2-110.png,fall.png,competition,2.25,fall,left,hard,,711.2306153329992,717.9775405420005,correct,722.568252416997,1.7079241249957704,fall,left,5,,,,712.2415112919989,
stim_set/hard-334.png,stand.png,competition,3.25,stand,right,hard,,722.5687644999998,728.9191002919979,incorrect,734.5359482080021,1.3125832499936223,fall,left,5,,,,723.5791237079975,
stim_set/hard-49.png,fall.png,competition,3.75,stand,right,hard,,734.5364840830007,741.154227125,incorrect,748.3175506670013,1.5770134159974987,fall,left,5,,,,735.5470897499981,
stim_set/hard-vcom=4-142.png,fall.png,competition,2.75,fall,left,hard,,748.3180943749976,755.6939745420023,incorrect,761.3957202500023,2.335156917004497,stand,right,3,,,,749.3284740829986,
stim_set/hard-vcom=3-145.png,stand.png,competition,4.0,fall,left,hard,,761.3962757499976,771.4438196670017,incorrect,776.8026192920006,,,,,,,,762.4066380419972,
stim_set/hard-345.png,fall.png,competition,3.25,stand,right,hard,,776.8033314580025,782.8772947920006,correct,788.5525654169978,1.0339553339945269,stand,right,3,,,,777.8134075830021,
stim_set/hard-599.png,stand.png,competition,2.25,stand,right,hard,,788.5530951250039,794.8187903750004,incorrect,799.5359251249974,1.2329829579975922,fall,left,5,,,,789.5635637079977,
stim_set/hard-549.png,fall.png,competition,2.75,stand,right,hard,,799.5364772500034,805.8353934170009,incorrect,810.9556153329977,1.2572719999952824,fall,left,4,,,,800.5469856249983,
stim_set/hard-177.png,stand.png,competition,3.75,stand,right,hard,,810.9561737080003,817.2865551670038,incorrect,823.7315727079986,1.3016613330037217,fall,left,3,,,,811.9663716670038,
stim_set/easy-vcom=1-145.png,fall.png,competition,2.5,fall,left,easy,,823.7321047500009,830.0936409580027,correct,835.9869668329993,1.319195457996102,fall,left,4,,,,824.7424969580024,
stim_set/hard-214.png,stand.png,competition,2.0,stand,right,hard,,835.9875307080001,842.6536850830016,incorrect,847.021552750004,1.6264177499979269,fall,left,3,,,,836.9982913330023,
stim_set/easy-538.png,fall.png,competition,2.5,stand,right,easy,,847.0221715419975,853.3532958330034,correct,858.5701470420026,1.2976407919995836,stand,right,5,,,,848.0330256250018,
stim_set/hard-vcom=4-75.png,stand.png,competition,3.25,fall,left,hard,,858.5707108749993,866.0268114999999,incorrect,871.3347563749994,2.411943416998838,stand,right,2,,,,859.5815289169986,
stim_set/hard-vcom=3-82.png,fall.png,competition,2.25,fall,left,hard,,871.3353780830003,877.7347897919972,correct,882.5112218330032,1.356972791996668,fall,left,3,,,,872.3458061249985,
stim_set/hard-570.png,stand.png,competition,2.0,stand,right,hard,,882.5117749580022,889.3866647079994,incorrect,894.0856739169976,1.8348892499998328,fall,left,4,,,,883.522435042003,
stim_set/hard-566.png,fall.png,competition,3.75,stand,right,hard,,894.0862411249982,900.4433455420003,incorrect,907.1150323749971,1.3123745420016348,fall,left,4,,,,895.0965140420012,
stim_set/hard-vcom=3-142.png,stand.png,competition,2.75,fall,left,hard,,907.1155928329972,914.0530642919985,correct,919.1228540000011,1.8984885000027134,fall,left,2,,,,908.1260123329994,
stim_set/easy-vcom=3-38.png,stand.png,competition,2.5,fall,left,easy,,919.1235360830033,926.6116279580019,correct,931.4332757500015,2.448622666997835,fall,left,2,,,,920.1340127080039,
stim_set/easy-77.png,fall.png,competition,2.0,stand,right,easy,,931.4338116670042,937.8948991249999,correct,942.2374310000014,1.4257870000001276,stand,right,5,,,,932.444160375002,
stim_set/easy-vcom=2-20.png,fall.png,competition,3.0,fall,left,easy,,942.2380415000007,949.5780582080042,correct,955.9741779169999,2.3053821659996174,fall,left,4,,,,943.2480954999992,
stim_set/hard-402.png,stand.png,competition,2.25,stand,right,hard,,955.9747315420027,963.7865747920005,correct,968.3426390419991,2.773242041999765,stand,right,3,,,,956.9855515829986,
stim_set/hard-369.png,fall.png,competition,3.0,stand,right,hard,,968.343247124998,976.3175929999998,correct,981.6209289580001,2.9406393339959322,stand,right,3,,,,969.3538405830041,
stim_set/easy-344.png,fall.png,competition,3.25,stand,right,easy,,981.6215493749987,988.267616875004,correct,994.526329166998,1.6070986660051858,stand,right,4,,,,982.6320157919981,
stim_set/hard-391.png,stand.png,competition,3.25,stand,right,hard,,994.5268905420016,1001.1008796250026,incorrect,1006.7506879580033,1.533749792004528,fall,left,3,,,,995.5381250830033,
stim_set/hard-132.png,fall.png,competition,2.75,stand,right,hard,,1006.7512416669997,1014.1258386670015,incorrect,1019.1864624169975,2.33402250000654,fall,left,4,1019.186786833001,,,1007.7618180830032,
stim_set/hard-410.png,stand.png,cooperation,3.75,stand,right,hard,2.8750000637955964e-06,0.002283333000377752,8.198750124996877,correct,16.994637499999953,3.1789322500044364,stand,right,3.0,16.995156291995954,,,1.0159093330003088,
stim_set/hard-188.png,stand.png,competition,4.0,stand,right,hard,2.6660054572857916e-06,0.0022415000057662837,7.69380000000092,incorrect,15.666502583000693,2.6764078749984037,fall,left,4,15.667051541000546,,,1.0158625410040258,
