"image","sub","r","cat","type","stability"
"hard-563","1034","0.250546677885031","1","between","fall"
"hard-563","1035","0.60262618099883","1","within","fall"
"hard-563","1035","0.545655095137559","1","between","fall"
"hard-563","1036","0.217679281928292","1","within","fall"
"hard-563","1036","0.134939708537763","1","between","fall"
"hard-563","1041","0.0423867191894841","1","within","fall"
"hard-563","1041","-0.0759559925830001","1","between","fall"
"hard-563","1042","0.580154317516776","1","within","fall"
"hard-563","1042","0.474650915235064","1","between","fall"
"hard-563","1043","0.491923719016852","1","within","fall"
"hard-563","1043","0.61131318649228","1","between","fall"
"easy-vcom=3-125","1016","0.73715932527975","1","within","fall"
"easy-vcom=3-125","1016","-0.0769294761194524","1","between","fall"
"easy-vcom=3-125","1019","0.412794994282029","1","within","fall"
"easy-vcom=3-125","1019","-0.11279162945092","1","between","fall"
"easy-vcom=3-125","1022","0.399514795375765","1","within","fall"
"easy-vcom=3-125","1022","0.0712334678541178","1","between","fall"
"easy-vcom=3-125","1023","0.3020902568142","1","within","fall"
"easy-vcom=3-125","1023","0.423620314468815","1","between","fall"
"easy-vcom=3-125","1027","0.546891555200613","1","within","fall"
"easy-vcom=3-125","1027","-0.119142076392051","1","between","fall"
"easy-vcom=3-125","1032","0.51617088365299","1","within","fall"
"easy-vcom=3-125","1032","0.0552895146060288","1","between","fall"
"easy-vcom=3-125","1033","0.51264654671902","1","within","fall"
"easy-vcom=3-125","1033","-0.132027228726086","1","between","fall"
"easy-vcom=3-125","1034","0.498025134830174","1","within","fall"
"easy-vcom=3-125","1034","-0.0422136855441859","1","between","fall"
"easy-vcom=3-125","1035","0.246657181478768","1","within","fall"
"easy-vcom=3-125","1035","0.447497043040301","1","between","fall"
"easy-vcom=3-125","1036","0.381196034594398","1","within","fall"
"easy-vcom=3-125","1036","0.471134392114417","1","between","fall"
"easy-vcom=3-125","1041","0.0906428685561527","1","within","fall"
"easy-vcom=3-125","1041","-0.0983232049508984","1","between","fall"
"easy-vcom=3-125","1042","0.025998564310728","1","within","fall"
"easy-vcom=3-125","1042","0.57363904833453","1","between","fall"
"easy-vcom=3-125","1043","0.108136311606182","1","within","fall"
"easy-vcom=3-125","1043","-0.0732670385337502","1","between","fall"
"hard-vcom=1-3","1016","0.505319645107301","2","within","fall"
"hard-vcom=1-3","1016","0.772483474863502","2","between","fall"
"hard-vcom=1-3","1019","-0.0843072319697035","2","within","fall"
"hard-vcom=1-3","1019","-0.12678649030572","2","between","fall"
"hard-vcom=1-3","1022","0.969383913777609","2","within","fall"
"hard-vcom=1-3","1022","0.696300797174418","2","between","fall"
"hard-vcom=1-3","1023","0.462818484688638","2","within","fall"
"hard-vcom=1-3","1023","0.667422083798194","2","between","fall"
"hard-vcom=1-3","1027","0.446520983424931","2","within","fall"
"hard-vcom=1-3","1027","0.648440704285963","2","between","fall"
"hard-vcom=1-3","1032","0.787411201036346","2","within","fall"
"hard-vcom=1-3","1032","0.677968124876874","2","between","fall"
"hard-vcom=1-3","1033","0.787411201036346","2","within","fall"
"hard-vcom=1-3","1033","0.677968124876874","2","between","fall"
"hard-vcom=1-3","1034","-0.126109835156716","2","within","fall"
"hard-vcom=1-3","1034","0.0972635670148456","2","between","fall"
"hard-vcom=1-3","1035","0.696300797174415","2","within","fall"
"hard-vcom=1-3","1035","0.969383913777608","2","between","fall"
"hard-vcom=1-3","1036","0.255757544586681","2","within","fall"
"hard-vcom=1-3","1036","0.611001216731256","2","between","fall"
"hard-vcom=1-3","1041","0.382959133727434","2","within","fall"
"hard-vcom=1-3","1041","0.370549719602168","2","between","fall"
"hard-vcom=1-3","1042","-0.127567902252976","2","within","fall"
"hard-vcom=1-3","1042","0.00499426414930569","2","between","fall"
"hard-vcom=1-3","1043","-0.0526083298382331","2","within","fall"
"hard-vcom=1-3","1043","-0.0791156979681925","2","between","fall"
"hard-451","1016","0.727191154289272","1","within","stand"
"hard-451","1016","0.731389308696993","1","between","stand"
"hard-451","1019","0.67175655497936","1","within","stand"
"hard-451","1019","0.712438459640126","1","between","stand"
"hard-451","1022","0.456818743697013","1","within","stand"
"hard-451","1022","0.664690152113758","1","between","stand"
"hard-451","1023","0.656603407513598","1","within","stand"
"hard-451","1023","0.744689953254464","1","between","stand"
"hard-451","1027","0.356434896237065","1","within","stand"
"hard-451","1027","0.289438850990281","1","between","stand"
"hard-451","1032","0.212018277607013","1","within","stand"
"hard-451","1032","0.311529329262463","1","between","stand"
"hard-451","1033","0.653122024881459","1","within","stand"
"hard-451","1033","0.439494638296755","1","between","stand"
"hard-451","1034","0.646419328014196","1","within","stand"
"hard-451","1034","0.684417802826122","1","between","stand"
"hard-451","1035","0.614351252485214","1","within","stand"
"hard-451","1035","0.617651221793863","1","between","stand"
"hard-451","1036","0.712438459640127","1","within","stand"
"hard-451","1036","0.671756554979359","1","between","stand"
"hard-451","1041","0.52361237889681","1","within","stand"
"hard-451","1041","0.699462167868153","1","between","stand"
"hard-451","1042","0.617991137704153","1","within","stand"
"hard-451","1042","0.727410309237519","1","between","stand"
"hard-451","1043","0.546286089512401","1","within","stand"
"hard-451","1043","0.672198110837868","1","between","stand"
"easy-vcom=1-73","1016","0.794646343753513","2","within","fall"
"easy-vcom=1-73","1016","0.719364511106949","2","between","fall"
"easy-vcom=1-73","1019","0.45684825892653","2","within","fall"
"easy-vcom=1-73","1019","0.327390080373075","2","between","fall"
"easy-vcom=1-73","1022","0.265961188532829","2","within","fall"
"easy-vcom=1-73","1022","0.39165264448271","2","between","fall"
"easy-vcom=1-73","1023","0.288779801211692","2","within","fall"
"easy-vcom=1-73","1023","0.352834525983636","2","between","fall"
"easy-vcom=1-73","1027","0.357297338496526","2","within","fall"
"easy-vcom=1-73","1027","0.585453123433664","2","between","fall"
"easy-vcom=1-73","1032","0.539176596454445","2","within","fall"
"easy-vcom=1-73","1032","0.391623507739372","2","between","fall"
"easy-vcom=1-73","1033","0.391583967536472","2","within","fall"
"easy-vcom=1-73","1033","0.150978663241422","2","between","fall"
"easy-vcom=1-73","1034","0.837682974042927","2","within","fall"
"easy-vcom=1-73","1034","0.839137734898529","2","between","fall"
"easy-vcom=1-73","1035","0.612569385333259","2","within","fall"
"easy-vcom=1-73","1035","0.450281704552126","2","between","fall"
"easy-vcom=1-73","1036","0.806800829000484","2","within","fall"
"easy-vcom=1-73","1036","0.793490531584589","2","between","fall"
"easy-vcom=1-73","1041","0.603983498621389","2","within","fall"
"easy-vcom=1-73","1041","0.636413010697959","2","between","fall"
"easy-vcom=1-73","1042","0.729772640443182","2","within","fall"
"easy-vcom=1-73","1042","0.66317288257836","2","between","fall"
"easy-vcom=1-73","1043","0.731711086802579","2","within","fall"
"easy-vcom=1-73","1043","0.59254185125974","2","between","fall"
"easy-31","1016","0.564663111108516","1","within","fall"
"easy-31","1016","-0.0676131766228039","1","between","fall"
"easy-31","1019","-0.0947454020760298","1","within","fall"
"easy-31","1019","-0.0800572627686908","1","between","fall"
"easy-31","1022","-0.082984006162596","1","within","fall"
"easy-31","1022","-0.053234794217132","1","between","fall"
"easy-31","1023","0.648003581283513","1","within","fall"
"easy-31","1023","-0.0817397494276783","1","between","fall"
"easy-31","1027","0.168793360826059","1","within","fall"
"easy-31","1027","-0.0567462331128243","1","between","fall"
"easy-31","1032","0.614234185913432","1","within","fall"
"easy-31","1032","-0.0531571880418943","1","between","fall"
"easy-31","1033","0.00042829718212749","1","within","fall"
"easy-31","1033","0.068000512050497","1","between","fall"
"easy-31","1034","0.689068720361619","1","within","fall"
"easy-31","1034","-0.0268910701843906","1","between","fall"
"easy-31","1035","-0.0976694631676196","1","within","fall"
"easy-31","1035","-0.0479346660822569","1","between","fall"
"easy-31","1036","0.893409791783919","1","within","fall"
"easy-31","1036","-0.073678712431903","1","between","fall"
"easy-31","1041","0.552189134991537","1","within","fall"
"easy-31","1041","-0.0965984467223946","1","between","fall"
"easy-31","1042","-0.132560089908585","1","within","fall"
"easy-31","1042","-0.077660907076054","1","between","fall"
"easy-31","1043","0.17941916848856","1","within","fall"
"easy-31","1043","0.300818625222378","1","between","fall"
"hard-vcom=4-132","1016","0.46418711137246","3","within","fall"
"hard-vcom=4-132","1016","0.245061674069573","3","between","fall"
"hard-vcom=4-132","1018","-0.0835610800367024","3","within","fall"
"hard-vcom=4-132","1018","-0.116024953031956","3","between","fall"
"hard-vcom=4-132","1019","0.0940263171407919","3","within","fall"
"hard-vcom=4-132","1019","0.0577045832148563","3","between","fall"
"hard-vcom=4-132","1022","-0.0451565983042406","3","within","fall"
"hard-vcom=4-132","1022","-0.0627519485013778","3","between","fall"
"hard-vcom=4-132","1023","0.631294444908981","3","within","fall"
"hard-vcom=4-132","1023","0.423090557033825","3","between","fall"
"hard-vcom=4-132","1024","0.404072789229336","3","within","fall"
"hard-vcom=4-132","1024","0.461187486180292","3","between","fall"
"hard-vcom=4-132","1027","-0.120805339017894","3","within","fall"
"hard-vcom=4-132","1027","-0.10557908423561","3","between","fall"
"hard-vcom=4-132","1031","0.681691459889274","3","within","fall"
"hard-vcom=4-132","1031","0.41627647194617","3","between","fall"
"hard-vcom=4-132","1032","0.365757882365869","3","within","fall"
"hard-vcom=4-132","1032","0.613584091483778","3","between","fall"
"hard-vcom=4-132","1033","0.235957951687971","3","within","fall"
"hard-vcom=4-132","1033","0.144091138517359","3","between","fall"
"hard-vcom=4-132","1034","-0.0246562766384986","3","within","fall"
"hard-vcom=4-132","1034","0.00223247229237007","3","between","fall"
"hard-vcom=4-132","1035","0.631294444908979","3","within","fall"
"hard-vcom=4-132","1035","0.423090557033825","3","between","fall"
"hard-vcom=4-132","1036","-0.0542000248730628","3","within","fall"
"hard-vcom=4-132","1036","-0.0506717956991657","3","between","fall"
"hard-vcom=4-132","1038","0.415699621283065","3","within","fall"
"hard-vcom=4-132","1038","0.627497979208527","3","between","fall"
"hard-vcom=4-132","1039","0.461216102653849","3","within","fall"
"hard-vcom=4-132","1039","0.147742536015205","3","between","fall"
"hard-vcom=4-132","1040","0.622413340972702","3","within","fall"
"hard-vcom=4-132","1040","0.212297925018056","3","between","fall"
"hard-vcom=4-132","1041","0.296305014831851","3","within","fall"
"hard-vcom=4-132","1041","0.441680197468744","3","between","fall"
"hard-vcom=4-132","1042","0.468024101986012","3","within","fall"
"hard-vcom=4-132","1042","0.167389759116613","3","between","fall"
"hard-vcom=1-95","1016","0.701639322789371","1","within","fall"
"hard-vcom=1-95","1016","0.468854803936953","1","between","fall"
"hard-vcom=1-95","1018","0.562750236678401","1","within","fall"
"hard-vcom=1-95","1018","0.456535145319721","1","between","fall"
"hard-vcom=1-95","1019","0.0399078483363498","1","within","fall"
"hard-vcom=1-95","1019","0.571506815590823","1","between","fall"
"hard-vcom=1-95","1022","0.685600397546771","1","within","fall"
"hard-vcom=1-95","1022","0.501786153283086","1","between","fall"
"hard-vcom=1-95","1023","0.414763683121034","1","within","fall"
"hard-vcom=1-95","1023","0.271127903715913","1","between","fall"
"hard-vcom=1-95","1024","0.345777495529179","1","within","fall"
"hard-vcom=1-95","1024","0.707317338438186","1","between","fall"
"hard-vcom=1-95","1027","0.467281548075975","1","within","fall"
"hard-vcom=1-95","1027","0.394404542162034","1","between","fall"
"hard-vcom=1-95","1031","0.536763070413114","1","within","fall"
"hard-vcom=1-95","1031","0.736304729298406","1","between","fall"
"hard-vcom=1-95","1032","0.677081179053857","1","within","fall"
"hard-vcom=1-95","1032","0.732567352464979","1","between","fall"
"hard-vcom=1-95","1033","0.630808836359638","1","within","fall"
"hard-vcom=1-95","1033","0.382915984270071","1","between","fall"
"hard-vcom=1-95","1034","0.852407571333406","1","within","fall"
"hard-vcom=1-95","1034","0.633853047674235","1","between","fall"
"hard-vcom=1-95","1035","0.157480051057726","1","within","fall"
"hard-vcom=1-95","1035","-0.106027098638249","1","between","fall"
"hard-vcom=1-95","1036","-0.0969488076178477","1","within","fall"
"hard-vcom=1-95","1036","-0.112698437834054","1","between","fall"
"hard-vcom=1-95","1038","-0.0626248734368899","1","within","fall"
"hard-vcom=1-95","1038","0.55213375505333","1","between","fall"
"hard-vcom=1-95","1039","-0.0740387124311872","1","within","fall"
"hard-vcom=1-95","1039","-0.0146348402987745","1","between","fall"
"hard-vcom=1-95","1040","0.156283741258717","1","within","fall"
"hard-vcom=1-95","1040","0.127866486466746","1","between","fall"
"hard-vcom=1-95","1041","-0.101533349826106","1","within","fall"
"hard-vcom=1-95","1041","-0.109480541147881","1","between","fall"
"hard-vcom=1-95","1042","0.0563466166969717","1","within","fall"
"hard-vcom=1-95","1042","0.0898096494571168","1","between","fall"
"hard-599","1016","0.592497646023515","1","within","fall"
"hard-599","1016","-0.0444657670121524","1","between","fall"
"hard-599","1018","0.636828255304594","1","within","fall"
"hard-599","1018","0.334755041003081","1","between","fall"
"hard-599","1019","0.647522349094685","1","within","fall"
"hard-599","1019","0.329536839307857","1","between","fall"
"hard-599","1022","0.572980120357822","1","within","fall"
"hard-599","1022","0.504299353484362","1","between","fall"
"hard-599","1023","0.60459181105257","1","within","fall"
"hard-599","1023","0.371485083940795","1","between","fall"
"hard-599","1024","0.726364255032151","1","within","fall"
"hard-599","1024","0.354595110487246","1","between","fall"
"hard-599","1027","0.131919810409458","1","within","fall"
"hard-599","1027","0.154512865523052","1","between","fall"
"hard-599","1031","0.930378337169297","1","within","fall"
"hard-599","1031","0.0763583139451948","1","between","fall"
"hard-599","1032","0.59888810007965","1","within","fall"
"hard-599","1032","0.0687947780325388","1","between","fall"
"hard-599","1033","0.643712889951998","1","within","fall"
"hard-599","1033","0.199372804098777","1","between","fall"
"hard-599","1034","0.775264039939078","1","within","fall"
"hard-599","1034","0.0370317535867591","1","between","fall"
"hard-599","1035","0.686494893031412","1","within","fall"
"hard-599","1035","0.329909929526266","1","between","fall"
"hard-599","1036","-0.0501830827224664","1","within","fall"
"hard-599","1036","-0.0294654998745468","1","between","fall"
"hard-599","1038","0.358036656647255","1","within","fall"
"hard-599","1038","-0.0205939649172733","1","between","fall"
"hard-599","1039","0.40101936090895","1","within","fall"
"hard-599","1039","0.68243740709245","1","between","fall"
"hard-599","1040","-0.0197101334350865","1","within","fall"
"hard-599","1040","-0.123589901482504","1","between","fall"
"hard-599","1041","0.334543173262012","1","within","fall"
"hard-599","1041","-0.00961562584874935","1","between","fall"
"hard-599","1042","0.727855163650269","1","within","fall"
"hard-599","1042","0.337127110314949","1","between","fall"
"hard-vcom=1-130","1016","-0.059305045342955","1","within","fall"
"hard-vcom=1-130","1016","-0.0551215885688229","1","between","fall"
"hard-vcom=1-130","1018","0.473327948023948","1","within","fall"
"hard-vcom=1-130","1018","0.573508097300673","1","between","fall"
"hard-vcom=1-130","1019","0.415235585912757","1","within","fall"
"hard-vcom=1-130","1019","0.304797130370882","1","between","fall"
"hard-vcom=1-130","1022","0.521803116500044","1","within","fall"
"hard-vcom=1-130","1022","0.487035722047506","1","between","fall"
"hard-vcom=1-130","1023","0.0329203328650399","1","within","fall"
"hard-vcom=1-130","1023","-0.067946570158305","1","between","fall"
"hard-vcom=1-130","1024","-0.0962659957169043","1","within","fall"
"hard-vcom=1-130","1024","-0.0765286975550531","1","between","fall"
"hard-vcom=1-130","1027","0.104668709576923","1","within","fall"
"hard-vcom=1-130","1027","0.147162889284852","1","between","fall"
"hard-vcom=1-130","1031","0.62763162602438","1","within","fall"
"hard-vcom=1-130","1031","0.355429030569848","1","between","fall"
"hard-vcom=1-130","1032","0.337128250471568","1","within","fall"
"hard-vcom=1-130","1032","0.207029849431953","1","between","fall"
"hard-vcom=1-130","1033","0.379371036470282","1","within","fall"
"hard-vcom=1-130","1033","0.255035673015132","1","between","fall"
"hard-vcom=1-130","1034","0.0380766750230312","1","within","fall"
"hard-vcom=1-130","1034","-0.0518167718440468","1","between","fall"
"hard-vcom=1-130","1035","-0.0632268318793864","1","within","fall"
"hard-vcom=1-130","1035","0.260127418612193","1","between","fall"
"hard-vcom=1-130","1036","0.506643395865788","1","within","fall"
"hard-vcom=1-130","1036","0.404607360452634","1","between","fall"
"hard-vcom=1-130","1038","0.30836292700816","1","within","fall"
"hard-vcom=1-130","1038","0.314064702308675","1","between","fall"
"hard-vcom=1-130","1039","0.578432341092142","1","within","fall"
"hard-vcom=1-130","1039","0.491510731802884","1","between","fall"
"hard-vcom=1-130","1040","0.163561023062122","1","within","fall"
"hard-vcom=1-130","1040","0.149415465233376","1","between","fall"
"hard-vcom=1-130","1041","-0.034963110365656","1","within","fall"
"hard-vcom=1-130","1041","0.0401466437673631","1","between","fall"
"hard-vcom=1-130","1042","0.44789989646172","1","within","fall"
"hard-vcom=1-130","1042","0.288546939202189","1","between","fall"
"easy-vcom=1-87","1016","0.492506684188295","2","within","fall"
"easy-vcom=1-87","1016","0.33729506464994","2","between","fall"
"easy-vcom=1-87","1018","0.64218608132064","2","within","fall"
"easy-vcom=1-87","1018","0.486087251145029","2","between","fall"
"easy-vcom=1-87","1019","0.633439615795089","2","within","fall"
"easy-vcom=1-87","1019","0.394577447796744","2","between","fall"
"easy-vcom=1-87","1022","0.645127393943305","2","within","fall"
"easy-vcom=1-87","1022","0.682584101076961","2","between","fall"
"easy-vcom=1-87","1023","0.0502466105021706","2","within","fall"
"easy-vcom=1-87","1023","0.160008220205925","2","between","fall"
"easy-vcom=1-87","1024","0.598757900648861","2","within","fall"
"easy-vcom=1-87","1024","0.650425740057402","2","between","fall"
"easy-vcom=1-87","1027","0.677808993485784","2","within","fall"
"easy-vcom=1-87","1027","0.603789519494378","2","between","fall"
"easy-vcom=1-87","1031","0.926224577781972","2","within","fall"
"easy-vcom=1-87","1031","0.28427579077028","2","between","fall"
"easy-vcom=1-87","1032","0.485549492951526","2","within","fall"
"easy-vcom=1-87","1032","0.649166961858103","2","between","fall"
"easy-vcom=1-87","1033","0.561760462193303","2","within","fall"
"easy-vcom=1-87","1033","0.265033725029544","2","between","fall"
"easy-vcom=1-87","1034","0.599866842792452","2","within","fall"
"easy-vcom=1-87","1034","0.41699131109838","2","between","fall"
"easy-vcom=1-87","1035","0.314937057149503","2","within","fall"
"easy-vcom=1-87","1035","0.543316993573369","2","between","fall"
"easy-vcom=1-87","1036","-0.106022451147113","2","within","fall"
"easy-vcom=1-87","1036","-0.101120966259954","2","between","fall"
"easy-vcom=1-87","1038","0.552838906823883","2","within","fall"
"easy-vcom=1-87","1038","0.24098994372212","2","between","fall"
"easy-vcom=1-87","1039","0.657866149753304","2","within","fall"
"easy-vcom=1-87","1039","0.613773661578447","2","between","fall"
"easy-vcom=1-87","1040","0.485574033431259","2","within","fall"
"easy-vcom=1-87","1040","0.617688568193823","2","between","fall"
"easy-vcom=1-87","1041","0.616833733569092","2","within","fall"
"easy-vcom=1-87","1041","0.349277873727246","2","between","fall"
"easy-vcom=1-87","1042","0.6525346840908","2","within","fall"
"easy-vcom=1-87","1042","0.224251510068501","2","between","fall"
"easy-vcom=3-121","1016","-0.0426907447227601","3","within","stand"
"easy-vcom=3-121","1016","-0.08676337014863","3","between","stand"
"easy-vcom=3-121","1018","0.647437743416972","3","within","stand"
"easy-vcom=3-121","1018","0.431473059547427","3","between","stand"
"easy-vcom=3-121","1019","0.352157415245081","3","within","stand"
"easy-vcom=3-121","1019","0.309890247080491","3","between","stand"
"easy-vcom=3-121","1022","-0.0846060649009198","3","within","stand"
"easy-vcom=3-121","1022","0.172545691099587","3","between","stand"
"easy-vcom=3-121","1023","0.466246503047278","3","within","stand"
"easy-vcom=3-121","1023","0.441422095833205","3","between","stand"
"easy-vcom=3-121","1024","0.466246503047277","3","within","stand"
"easy-vcom=3-121","1024","0.441422095833205","3","between","stand"
"easy-vcom=3-121","1027","0.553411818259045","3","within","stand"
"easy-vcom=3-121","1027","0.417650126512191","3","between","stand"
"easy-vcom=3-121","1031","0.910923358309788","3","within","stand"
"easy-vcom=3-121","1031","0.0783956320537801","3","between","stand"
"easy-vcom=3-121","1032","0.431473059547425","3","within","stand"
"easy-vcom=3-121","1032","0.64743774341697","3","between","stand"
"easy-vcom=3-121","1033","0.466246503047279","3","within","stand"
"easy-vcom=3-121","1033","0.441422095833205","3","between","stand"
"easy-vcom=3-121","1034","0.450070120651108","3","within","stand"
"easy-vcom=3-121","1034","0.560660335983242","3","between","stand"
"easy-vcom=3-121","1035","0.0207401897997786","3","within","stand"
"easy-vcom=3-121","1035","0.124420356734993","3","between","stand"
"easy-vcom=3-121","1036","0.397908557959396","3","within","stand"
"easy-vcom=3-121","1036","0.220991585649334","3","between","stand"
"easy-vcom=3-121","1038","0.374290479047754","3","within","stand"
"easy-vcom=3-121","1038","0.0241896884044476","3","between","stand"
"easy-vcom=3-121","1039","-0.0909390809859964","3","within","stand"
"easy-vcom=3-121","1039","-0.0644502687026203","3","between","stand"
"easy-vcom=3-121","1040","0.253753818089916","3","within","stand"
"easy-vcom=3-121","1040","0.498268257043176","3","between","stand"
"easy-vcom=3-121","1041","-0.125913683726729","3","within","stand"
"easy-vcom=3-121","1041","-0.0697053969700324","3","between","stand"
"easy-vcom=3-121","1042","0.441422095833204","3","within","stand"
"easy-vcom=3-121","1042","0.466246503047279","3","between","stand"
"hard-vcom=3-145","1016","0.211576367637669","1","within","stand"
"hard-vcom=3-145","1016","-0.0983651411805847","1","between","stand"
"hard-vcom=3-145","1018","-0.0794940677381699","1","within","stand"
"hard-vcom=3-145","1018","-0.0797507682186702","1","between","stand"
"hard-vcom=3-145","1019","-0.0118828561378739","1","within","stand"
"hard-vcom=3-145","1019","-0.1183802558189","1","between","stand"
"hard-vcom=3-145","1022","0.000647880877443353","1","within","stand"
"hard-vcom=3-145","1022","0.577307647821572","1","between","stand"
"hard-vcom=3-145","1023","0.401731171152745","1","within","stand"
"hard-vcom=3-145","1023","0.226962215094168","1","between","stand"
"hard-vcom=3-145","1024","0.362253978064622","1","within","stand"
"hard-vcom=3-145","1024","0.204676595751455","1","between","stand"
"hard-vcom=3-145","1027","0.200909871994068","1","within","stand"
"hard-vcom=3-145","1027","0.436069896449399","1","between","stand"
"hard-vcom=3-145","1031","0.939813824785059","1","within","stand"
"hard-vcom=3-145","1031","0.174886424238215","1","between","stand"
"hard-vcom=3-145","1032","0.377314428968723","1","within","stand"
"hard-vcom=3-145","1032","0.558262915026931","1","between","stand"
"hard-vcom=3-145","1033","0.403242102864233","1","within","stand"
"hard-vcom=3-145","1033","0.666361942732535","1","between","stand"
"hard-vcom=3-145","1034","0.375057682879656","1","within","stand"
"hard-vcom=3-145","1034","0.601328582323159","1","between","stand"
"hard-vcom=3-145","1035","-0.107405768446778","1","within","stand"
"hard-vcom=3-145","1035","-0.0516710867396664","1","between","stand"
"hard-vcom=3-145","1036","0.545718288705116","1","within","stand"
"hard-vcom=3-145","1036","0.336889765556973","1","between","stand"
"hard-vcom=3-145","1038","0.377314428968725","1","within","stand"
"hard-vcom=3-145","1038","0.558262915026931","1","between","stand"
"hard-vcom=3-145","1039","0.364645938938435","1","within","stand"
"hard-vcom=3-145","1039","0.507113962729393","1","between","stand"
"hard-vcom=3-145","1040","0.55746019188747","1","within","stand"
"hard-vcom=3-145","1040","0.371929787320225","1","between","stand"
"hard-vcom=3-145","1041","0.243627212892464","1","within","stand"
"hard-vcom=3-145","1041","0.452373488907172","1","between","stand"
"hard-vcom=3-145","1042","-0.117281414020918","1","within","stand"
"hard-vcom=3-145","1042","-0.111069175095491","1","between","stand"
"hard-vcom=3-82","1016","0.688092335600313","2","within","fall"
"hard-vcom=3-82","1016","0.828306264499462","2","between","fall"
"hard-vcom=3-82","1018","-0.230022362774862","2","within","fall"
"hard-vcom=3-82","1018","-0.135983103346742","2","between","fall"
"hard-vcom=3-82","1019","0.597994511917709","2","within","fall"
"hard-vcom=3-82","1019","0.278390788716973","2","between","fall"
"hard-vcom=3-82","1022","0.701551668742948","2","within","fall"
"hard-vcom=3-82","1022","0.807744332350139","2","between","fall"
"hard-vcom=3-82","1023","0.58693488462288","2","within","fall"
"hard-vcom=3-82","1023","0.88622419766177","2","between","fall"
"hard-vcom=3-82","1024","0.725232378675652","2","within","fall"
"hard-vcom=3-82","1024","0.858575980289594","2","between","fall"
"hard-vcom=3-82","1027","0.609794019630103","2","within","fall"
"hard-vcom=3-82","1027","0.849656208007943","2","between","fall"
"hard-vcom=3-82","1031","0.939870880122072","2","within","fall"
"hard-vcom=3-82","1031","0.551455575089998","2","between","fall"
"hard-vcom=3-82","1032","0.708856552274562","2","within","fall"
"hard-vcom=3-82","1032","0.831516067971559","2","between","fall"
"hard-vcom=3-82","1033","0.702244413347307","2","within","fall"
"hard-vcom=3-82","1033","0.858517411972019","2","between","fall"
"hard-vcom=3-82","1035","0.405474464005251","2","within","fall"
"hard-vcom=3-82","1035","0.49907104146514","2","between","fall"
"hard-vcom=3-82","1036","0.68809233560031","2","within","fall"
"hard-vcom=3-82","1036","0.82830626449946","2","between","fall"
"hard-vcom=3-82","1038","0.649047929780033","2","within","fall"
"hard-vcom=3-82","1038","0.674788103679","2","between","fall"
"hard-vcom=3-82","1039","0.879002565314994","2","within","fall"
"hard-vcom=3-82","1039","0.552239540648984","2","between","fall"
"hard-vcom=3-82","1040","0.571655476177517","2","within","fall"
"hard-vcom=3-82","1040","0.90278279491012","2","between","fall"
"hard-vcom=3-82","1041","0.937143757538206","2","within","fall"
"hard-vcom=3-82","1041","0.595565098226213","2","between","fall"
"hard-vcom=3-82","1042","0.638377023456395","2","within","fall"
"hard-vcom=3-82","1042","0.828967733085753","2","between","fall"
"hard-369","1016","0.163729657494148","3","within","stand"
"hard-369","1016","-0.071170433621955","3","between","stand"
"hard-369","1018","0.4689926669546","3","within","stand"
"hard-369","1018","0.586767530270399","3","between","stand"
"hard-369","1019","-0.106110766685443","3","within","stand"
"hard-369","1019","-0.152060500941369","3","between","stand"
"hard-369","1022","0.649922467839656","3","within","stand"
"hard-369","1022","0.541762651227391","3","between","stand"
"hard-369","1023","0.124659738326728","3","within","stand"
"hard-369","1023","0.422357627239372","3","between","stand"
"hard-369","1024","0.126141529819714","3","within","stand"
"hard-369","1024","-0.0608981376796062","3","between","stand"
"hard-369","1027","0.713289087915708","3","within","stand"
"hard-369","1027","0.411429754482051","3","between","stand"
"hard-369","1031","0.551947180194864","3","within","stand"
"hard-369","1031","0.678597358311195","3","between","stand"
"hard-369","1032","0.485903745279767","3","within","stand"
"hard-369","1032","0.662729090581637","3","between","stand"
"hard-369","1033","0.496266162151564","3","within","stand"
"hard-369","1033","0.153222877671555","3","between","stand"
"hard-369","1034","0.576258388869626","3","within","stand"
"hard-369","1034","0.559387275333557","3","between","stand"
"hard-369","1035","0.641214520950286","3","within","stand"
"hard-369","1035","0.403194592608583","3","between","stand"
"hard-369","1036","0.629010619835186","3","within","stand"
"hard-369","1036","0.461051187622131","3","between","stand"
"hard-369","1038","0.541762651227389","3","within","stand"
"hard-369","1038","0.649922467839655","3","between","stand"
"hard-369","1039","0.0257054723503244","3","within","stand"
"hard-369","1039","0.442996563660267","3","between","stand"
"hard-369","1040","-0.01241841269216","3","within","stand"
"hard-369","1040","0.174329468534153","3","between","stand"
"hard-369","1041","-0.0804582543192215","3","within","stand"
"hard-369","1041","-0.106194885545941","3","between","stand"
"hard-369","1042","0.533294017915369","3","within","stand"
"hard-369","1042","0.717871137419558","3","between","stand"
"hard-410","1016","-0.0238916638913176","1","within","stand"
"hard-410","1016","-0.0126464928206385","1","between","stand"
"hard-410","1018","0.67471377648982","1","within","stand"
"hard-410","1018","0.565042954144586","1","between","stand"
"hard-410","1019","0.522418578801143","1","within","stand"
"hard-410","1019","0.418701393412879","1","between","stand"
"hard-410","1022","0.565042954144578","1","within","stand"
"hard-410","1022","0.67471377648982","1","between","stand"
"hard-410","1023","-0.0434594168402187","1","within","stand"
"hard-410","1023","0.0160362592782021","1","between","stand"
